Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AF Sens 3 Volts (V),Boost (kPa),Calculated Load (g/rev),Comm Fuel Final (AFR),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (C),MAF (g/s),MAF Volts (V),RPM (RPM),TD Boost Error (kPa),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.5.0-25494][2005 USDM Impreza WRX STI][Reflash: Stage0 v400.ptm - Realtime: Stage0 v400.ptm]"
171.146,3.12,14.84,0.00,14.59,0.81,-46.06,0.50,16.98,0.00,0.53,46.50,9.20,24,24.28,2.22,2874,10.34,14.9,0.00,0
171.247,2.34,14.84,0.00,14.59,0.76,-46.33,0.50,16.97,0.00,0.53,46.50,9.28,24,24.09,2.22,2900,10.55,14.9,0.00,0
171.338,3.12,14.84,0.00,14.70,0.69,-46.33,0.50,17.00,0.00,0.53,46.50,8.66,24,23.99,2.22,2901,10.55,14.9,0.00,0
171.438,3.12,14.84,0.00,14.70,0.66,-46.40,0.50,17.00,0.00,0.53,46.50,9.21,24,24.09,2.22,2878,10.69,14.9,0.00,0
171.538,3.91,14.84,0.00,14.59,0.59,-46.40,0.50,17.01,0.00,0.53,46.50,9.22,24,24.28,2.22,2882,10.62,14.9,0.00,0
171.635,3.91,14.84,0.00,14.59,0.52,-46.33,0.50,16.99,0.00,0.53,46.50,9.29,24,24.08,2.22,2903,10.69,14.9,0.00,0
171.738,3.12,14.84,0.00,14.47,0.70,-46.61,0.50,17.01,0.00,0.53,46.50,9.30,24,24.28,2.22,2906,11.31,14.9,0.00,0
171.828,3.12,14.84,0.00,14.59,0.69,-46.40,0.50,16.97,0.00,0.53,46.50,9.24,24,24.09,2.22,2887,10.89,15.3,0.00,0
171.926,3.91,14.84,0.00,14.70,0.72,-44.13,0.50,16.92,0.00,0.53,46.50,9.24,24,25.88,2.26,2887,15.58,16.5,0.00,0
172.027,7.03,14.84,0.12,15.04,0.38,-42.20,0.53,16.70,0.00,0.53,46.50,9.94,24,26.38,2.28,2911,17.03,16.5,0.00,0
172.124,7.03,14.84,0.00,14.93,0.10,-40.82,0.54,16.61,0.00,0.53,46.50,10.58,24,26.79,2.28,2917,15.65,16.5,0.00,0
172.225,6.25,14.84,-0.12,14.47,0.12,-40.61,0.55,16.56,0.00,0.53,46.50,10.49,24,26.78,2.28,2892,14.55,16.5,0.00,0
172.329,5.47,14.84,-0.12,14.36,0.28,-40.54,0.55,16.48,0.00,0.53,46.50,10.51,24,27.21,2.30,2898,14.20,16.5,0.00,0
172.423,3.91,14.84,-0.12,14.36,0.77,-40.13,0.56,16.48,0.00,0.53,46.50,10.59,24,26.99,2.28,2921,14.27,16.5,0.00,0
172.513,3.12,14.84,-0.12,14.24,0.83,-40.40,0.56,16.47,0.00,0.53,46.50,10.61,24,26.88,2.30,2925,13.17,16.5,0.00,0
172.619,2.34,14.84,-0.12,14.36,0.83,-40.47,0.56,16.47,0.00,0.53,46.50,9.91,24,26.78,2.28,2904,13.44,16.5,0.00,0
172.709,3.12,14.84,0.00,14.47,0.83,-40.54,0.55,16.54,0.00,0.53,46.50,9.91,24,26.78,2.28,2905,13.51,16.5,0.00,0
172.813,2.34,14.84,0.00,14.47,0.77,-40.47,0.55,16.55,0.00,0.53,46.50,10.00,24,26.99,2.28,2930,13.44,16.5,0.00,0
172.911,3.12,14.84,0.00,14.59,0.75,-40.33,0.55,16.55,0.00,0.53,46.50,10.01,24,27.00,2.28,2932,13.10,16.5,0.00,0
173.013,2.34,14.84,0.00,14.47,0.74,-40.75,0.55,16.56,0.00,0.53,46.50,9.96,24,26.57,2.28,2917,13.17,16.5,0.00,0
173.114,2.34,14.84,0.00,14.59,0.72,-40.95,0.55,16.58,0.00,0.53,46.50,9.95,24,26.79,2.28,2914,12.62,16.5,0.00,0
173.214,2.34,14.84,0.00,14.59,0.75,-40.89,0.55,16.58,0.00,0.53,46.50,10.02,24,26.68,2.28,2935,12.82,16.5,0.00,0
173.308,2.34,14.84,0.00,14.59,0.73,-40.89,0.55,16.55,0.00,0.53,46.50,10.04,24,26.46,2.28,2942,12.96,16.5,0.00,0
173.401,3.12,14.84,0.00,14.59,0.73,-40.54,0.55,16.59,0.00,0.53,46.50,9.98,24,26.78,2.28,2924,12.96,16.5,0.00,0
173.498,3.12,14.84,0.00,14.59,0.61,-40.61,0.55,16.56,0.00,0.53,46.50,9.97,24,26.99,2.28,2921,13.44,16.5,0.00,0
173.600,3.12,14.84,0.00,14.59,0.51,-40.40,0.55,16.55,0.00,0.53,46.50,9.98,24,26.99,2.30,2924,13.44,16.5,0.00,0
173.689,3.91,14.84,0.00,14.59,0.54,-40.89,0.55,16.56,0.00,0.53,46.50,10.07,24,26.47,2.26,2950,13.24,15.3,0.00,0
173.796,1.56,14.84,-0.12,14.24,0.73,-43.64,0.53,16.67,0.00,0.53,46.50,9.45,24,24.90,2.22,2952,7.45,14.9,0.00,0
173.893,0.00,14.84,-0.12,14.13,0.85,-45.09,0.51,16.82,0.00,0.53,46.50,9.36,24,24.54,2.22,2926,8.69,14.9,0.00,0
173.990,0.00,14.84,-0.12,14.36,0.85,-45.57,0.50,16.86,0.00,0.53,46.50,8.74,24,24.27,2.22,2927,9.45,14.5,0.00,0
174.087,-0.78,14.84,0.00,14.47,0.78,-48.06,0.50,16.93,0.00,0.53,46.50,8.75,24,22.86,2.16,2928,9.72,13.3,0.00,0
174.189,-3.12,14.84,-0.12,14.24,0.79,-50.68,0.47,17.20,0.00,0.53,46.50,8.18,24,21.58,2.14,2950,3.24,13.3,0.00,0
174.294,-3.91,14.84,-0.12,14.24,0.85,-51.99,0.44,17.26,0.00,0.53,46.50,7.54,24,21.27,2.14,2946,6.27,13.3,0.00,0
174.375,-2.34,14.84,0.00,14.70,0.80,-52.33,0.44,17.31,0.00,0.53,46.50,7.49,24,21.30,2.14,2926,6.55,13.3,0.00,0
174.476,0.00,14.84,0.00,14.93,0.34,-52.61,0.44,17.42,0.00,0.53,46.50,8.13,24,21.31,2.14,2931,7.86,13.3,0.00,0
174.571,1.56,14.84,0.00,14.93,0.12,-52.74,0.43,17.48,0.00,0.53,46.50,8.13,24,21.22,2.14,2931,7.86,13.3,0.00,0
174.675,2.34,14.84,0.00,14.93,0.07,-52.88,0.43,17.52,0.00,0.53,46.50,8.19,24,21.39,2.14,2954,8.14,13.3,0.00,0
174.769,3.12,14.84,0.00,14.81,0.07,-52.95,0.43,17.57,0.00,0.53,46.50,8.19,24,21.06,2.14,2952,8.20,13.3,0.00,0
174.868,3.12,14.84,0.00,14.70,0.07,-53.16,0.43,17.61,0.00,0.53,46.50,8.13,24,21.14,2.14,2931,8.34,13.3,0.00,0
174.962,3.91,14.84,0.00,14.70,0.08,-53.02,0.43,17.58,0.00,0.53,46.50,8.11,24,21.22,2.12,2926,8.62,13.3,0.00,0
175.062,3.12,14.84,0.00,14.59,0.09,-53.85,0.43,17.58,0.00,0.53,46.50,8.12,24,20.80,2.12,2929,6.76,12.9,0.00,0
175.163,3.12,14.84,0.00,14.47,0.10,-54.33,0.42,17.68,0.00,0.53,46.50,7.55,24,20.46,2.10,2949,6.62,12.9,0.00,0
175.257,2.34,14.84,-0.12,14.36,0.14,-54.68,0.42,17.76,0.00,0.53,46.50,7.56,24,20.31,2.10,2952,7.24,12.9,0.00,0
175.356,3.91,14.84,0.00,14.59,0.20,-54.81,0.42,17.75,0.00,0.53,46.50,7.49,24,20.31,2.10,2926,7.58,12.9,0.00,0
175.456,3.91,14.84,0.00,14.70,0.16,-54.81,0.42,17.75,0.00,0.53,46.50,7.50,24,20.31,2.10,2930,7.52,12.9,0.00,0
175.561,3.91,14.84,0.00,14.59,0.12,-54.88,0.42,17.73,0.00,0.53,46.50,7.49,24,20.73,2.12,2927,7.52,12.9,0.00,0
175.650,4.69,14.84,0.00,14.59,0.10,-54.81,0.42,17.72,0.00,0.53,46.50,7.55,24,20.47,2.12,2950,8.41,12.9,0.00,0
175.749,3.12,14.84,-0.12,14.47,0.11,-54.95,0.42,17.66,0.00,0.53,46.50,7.54,24,20.47,2.12,2946,8.41,12.9,0.00,0
175.851,3.91,14.84,-0.12,14.47,0.14,-55.02,0.42,17.70,0.00,0.53,46.50,7.49,24,20.46,2.10,2926,8.48,12.9,0.00,0
175.948,3.91,14.84,0.00,14.47,0.18,-54.95,0.42,17.69,0.00,0.53,46.50,7.49,24,20.64,2.12,2924,8.48,12.9,0.00,0
176.042,3.12,14.84,-0.12,14.47,0.18,-54.81,0.42,17.72,0.00,0.53,46.50,7.48,24,20.38,2.10,2921,8.48,12.9,0.00,0
176.139,3.91,14.84,0.00,14.59,0.18,-54.81,0.42,17.71,0.00,0.53,46.50,7.53,24,20.31,2.10,2941,8.41,12.9,0.00,0
176.240,3.91,14.84,0.00,14.59,0.15,-55.09,0.42,17.71,0.00,0.53,46.50,7.53,24,20.32,2.10,2943,7.93,12.9,0.00,0
176.343,3.91,14.84,0.00,14.59,0.13,-55.02,0.42,17.77,0.00,0.53,46.50,7.48,24,20.47,2.10,2921,8.76,12.9,0.00,0
176.439,3.91,14.84,-0.12,14.47,0.12,-54.88,0.42,17.72,0.00,0.53,46.50,7.46,24,20.47,2.12,2916,8.62,12.9,0.00,0
176.538,3.12,14.84,0.00,14.47,0.14,-55.09,0.42,17.74,0.00,0.53,46.50,7.53,24,20.16,2.10,2940,7.93,12.9,0.00,0
176.628,3.91,14.84,0.00,14.47,0.15,-55.23,0.42,17.75,0.00,0.53,46.50,7.52,24,20.31,2.10,2938,7.93,12.9,0.00,0
176.736,3.91,14.84,0.00,14.59,0.15,-55.09,0.42,17.73,0.00,0.53,46.50,7.53,24,20.56,2.10,2940,8.07,12.9,0.00,0
176.833,4.69,14.84,0.00,14.59,0.14,-55.09,0.42,17.76,0.00,0.53,46.50,7.46,24,20.47,2.10,2915,8.00,12.9,0.00,0
176.922,3.12,14.84,-0.12,14.47,0.12,-55.09,0.42,17.74,0.00,0.53,46.50,7.47,24,20.39,2.10,2917,8.14,12.9,0.00,0
177.029,3.12,14.84,-0.12,14.36,0.14,-55.30,0.42,17.72,0.00,0.53,46.50,7.52,24,20.32,2.10,2939,7.93,12.9,0.00,0
177.122,3.12,14.84,0.00,14.47,0.17,-55.23,0.42,17.75,0.00,0.53,46.50,7.52,24,20.31,2.10,2937,8.83,12.9,0.00,0
177.223,2.34,14.84,-0.12,14.47,0.18,-55.23,0.42,17.79,0.00,0.53,46.50,7.46,24,20.31,2.10,2915,8.07,12.9,0.00,0
177.325,3.12,14.84,0.00,14.59,0.20,-55.09,0.42,17.73,0.00,0.53,46.50,7.46,24,20.47,2.10,2914,8.20,12.9,0.00,0
177.412,3.12,14.84,0.00,14.59,0.15,-55.23,0.42,17.69,0.00,0.53,46.50,7.50,24,20.39,2.10,2931,8.27,12.9,0.00,0
177.519,3.91,14.84,0.00,14.47,0.14,-55.30,0.42,17.75,0.00,0.53,46.50,7.52,24,20.47,2.12,2937,8.07,12.9,0.00,0
177.616,3.91,14.84,0.00,14.47,0.14,-55.23,0.42,17.74,0.00,0.53,46.50,7.51,24,20.39,2.10,2933,8.14,12.9,0.00,0
177.715,3.12,14.84,-0.12,14.47,0.14,-55.23,0.42,17.76,0.00,0.53,46.50,7.43,25,20.48,2.10,2904,8.07,12.9,0.00,0
177.810,3.91,14.84,0.00,14.47,0.14,-55.09,0.42,17.80,0.00,0.53,46.50,7.45,25,20.31,2.12,2911,8.34,12.9,0.00,0
177.902,3.91,14.84,0.00,14.59,0.15,-55.30,0.42,17.72,0.00,0.53,46.50,7.51,24,20.24,2.10,2932,8.00,12.9,0.00,0
178.008,3.91,14.84,0.00,14.47,0.14,-55.30,0.42,17.76,0.00,0.53,46.50,7.50,24,20.31,2.10,2931,8.14,12.9,0.00,0
178.098,3.91,14.84,0.00,14.47,0.16,-55.09,0.42,17.71,0.00,0.53,46.50,7.44,24,20.31,2.10,2906,8.14,12.9,0.00,0
178.207,3.91,14.84,-0.12,14.47,0.16,-55.23,0.42,17.75,0.00,0.53,46.50,7.44,24,20.23,2.10,2906,8.07,12.9,0.00,0
178.296,3.91,14.84,0.00,14.47,0.20,-55.30,0.42,17.71,0.00,0.53,46.50,7.50,24,20.31,2.10,2928,8.07,12.9,0.00,0
178.392,3.12,14.84,0.00,14.47,0.23,-55.30,0.42,17.74,0.00,0.53,46.50,7.50,25,20.56,2.10,2928,8.27,12.9,0.00,0
178.496,3.12,14.84,0.00,14.47,0.24,-55.30,0.42,17.73,0.00,0.53,46.50,7.43,25,20.55,2.12,2903,8.27,12.9,0.00,0
178.591,3.12,14.84,0.00,14.47,0.24,-55.30,0.42,17.73,0.00,0.53,46.50,7.44,25,20.48,2.12,2906,8.20,12.9,0.00,0
178.688,3.91,14.84,0.00,14.59,0.28,-55.30,0.42,17.74,0.00,0.53,46.50,7.49,25,20.39,2.10,2925,8.14,12.9,0.00,0
178.791,3.12,14.84,-0.12,14.47,0.41,-55.36,0.42,17.76,0.00,0.53,46.50,7.49,25,20.16,2.10,2925,8.20,12.9,0.00,0
178.884,3.91,14.84,0.00,14.59,0.46,-55.09,0.42,17.78,0.00,0.53,46.50,7.44,25,20.31,2.10,2905,8.27,12.9,0.00,0
178.982,3.91,14.84,0.00,14.59,0.30,-55.43,0.42,17.77,0.00,0.53,46.50,7.43,25,20.23,2.10,2902,8.27,12.9,0.00,0
179.082,4.69,14.84,0.00,14.59,0.18,-55.36,0.42,17.75,0.00,0.53,46.50,7.47,25,20.31,2.10,2918,8.34,12.9,0.00,0
179.181,4.69,14.84,0.00,14.59,0.15,-55.36,0.42,17.73,0.00,0.53,46.50,7.48,25,20.47,2.10,2921,8.34,12.9,0.00,0
179.282,3.91,14.84,-0.12,14.47,0.14,-55.36,0.42,17.74,0.00,0.53,46.50,7.43,25,20.16,2.10,2900,8.14,12.9,0.00,0
179.381,3.91,14.84,-0.12,14.36,0.18,-55.36,0.42,17.76,0.00,0.53,46.50,7.41,25,20.31,2.10,2896,8.20,12.9,0.00,0
179.477,3.91,14.84,-0.12,14.47,0.24,-55.36,0.42,17.75,0.00,0.53,46.50,7.47,25,20.31,2.10,2918,8.14,12.9,0.00,0
179.575,3.91,14.84,0.00,14.47,0.27,-55.36,0.42,17.74,0.00,0.53,46.50,7.46,25,20.16,2.10,2916,8.41,12.9,0.00,0
179.674,3.91,14.84,0.00,14.47,0.30,-55.30,0.42,17.79,0.00,0.53,46.50,7.41,25,20.31,2.10,2896,8.48,12.9,0.00,0
179.766,3.91,14.84,0.00,14.59,0.29,-55.36,0.42,17.77,0.00,0.53,46.50,7.41,25,20.16,2.10,2894,8.34,12.9,0.00,0
179.863,3.91,14.84,0.00,14.47,0.32,-55.30,0.42,17.75,0.00,0.53,46.50,7.46,25,20.31,2.10,2914,8.20,12.9,0.00,0
179.961,4.69,14.84,0.00,14.59,0.35,-55.30,0.42,17.81,0.00,0.53,46.50,7.46,25,20.24,2.10,2912,8.20,12.9,0.00,0
180.062,3.91,14.84,-0.12,14.47,0.32,-55.36,0.42,17.78,0.00,0.53,46.50,7.40,25,20.31,2.10,2889,8.34,13.3,0.00,0
180.169,4.69,14.84,0.00,14.59,0.40,-52.47,0.43,17.70,0.00,0.53,46.50,8.03,25,22.99,2.20,2896,8.14,15.3,0.00,0
180.257,10.94,14.84,0.12,15.27,0.23,-48.06,0.46,17.22,0.00,0.53,46.50,9.33,25,24.31,2.22,2916,17.86,15.7,0.00,0
180.351,10.94,14.84,0.00,15.04,0.07,-46.82,0.49,16.99,0.00,0.53,46.50,9.33,25,24.28,2.22,2916,15.93,15.7,0.00,0
180.458,8.59,14.84,-0.12,14.36,0.09,-46.19,0.50,16.90,0.00,0.53,46.50,9.27,25,24.28,2.22,2898,14.20,15.7,0.00,0
180.558,7.81,14.84,-0.12,14.24,0.56,-45.92,0.50,16.89,0.00,0.53,46.50,9.27,25,24.56,2.22,2897,13.65,15.7,0.00,0
180.654,5.47,14.84,-0.12,14.13,0.84,-45.92,0.51,16.83,0.00,0.53,46.50,9.34,25,24.36,2.22,2918,13.65,15.7,0.00,0
180.752,5.47,14.84,-0.12,14.36,0.85,-45.85,0.50,16.84,0.00,0.53,46.50,9.35,25,24.46,2.22,2921,13.58,15.7,0.00,0
180.850,4.69,14.84,-0.12,14.36,0.84,-45.85,0.51,16.87,0.00,0.53,46.50,9.27,25,24.75,2.24,2898,13.51,15.7,0.00,0
180.939,4.69,14.84,-0.12,14.36,0.83,-45.64,0.51,16.84,0.00,0.53,46.50,9.29,25,24.65,2.22,2902,13.38,15.7,0.00,0
181.038,3.91,14.84,-0.12,14.36,0.83,-45.30,0.51,16.85,0.00,0.53,46.50,9.34,25,24.75,2.22,2919,13.10,15.7,0.00,0
181.137,3.12,14.84,-0.12,14.36,0.84,-45.51,0.51,16.85,0.00,0.53,46.50,9.34,25,24.75,2.24,2920,13.10,15.7,0.00,0
181.236,3.12,14.84,0.00,14.47,0.80,-45.30,0.51,16.87,0.00,0.53,46.50,9.30,25,24.84,2.24,2907,13.24,15.7,0.00,0
181.332,3.91,14.84,0.00,14.59,0.80,-45.23,0.51,16.85,0.00,0.53,46.50,9.29,25,24.74,2.22,2902,12.82,15.7,0.00,0
181.430,3.12,14.84,0.00,14.47,0.76,-45.16,0.51,16.90,0.00,0.53,46.50,9.37,25,24.66,2.24,2927,12.89,15.7,0.00,0
181.529,3.91,14.84,0.00,14.59,0.73,-44.88,0.51,16.91,0.00,0.53,46.50,9.37,25,24.84,2.24,2927,12.89,15.7,0.00,0
181.630,3.91,14.84,0.00,14.70,0.65,-45.09,0.51,16.88,0.00,0.53,46.50,9.39,25,24.84,2.24,2934,12.62,15.7,0.00,0
181.728,4.69,14.84,0.00,14.59,0.42,-45.16,0.51,16.86,0.00,0.53,46.50,9.32,25,24.94,2.24,2914,12.76,15.7,0.00,0
181.827,4.69,14.84,0.00,14.59,0.43,-45.02,0.51,16.87,0.00,0.53,46.50,9.31,25,24.94,2.24,2909,12.82,15.7,0.00,0
181.924,4.69,14.84,0.00,14.47,0.73,-45.16,0.51,16.87,0.00,0.53,46.50,9.39,25,24.74,2.24,2935,12.55,15.7,0.00,0
182.019,4.69,14.84,0.00,14.47,0.77,-44.82,0.51,16.86,0.00,0.53,46.50,9.41,25,24.93,2.24,2940,12.41,15.7,0.00,0
182.116,3.91,14.84,-0.12,14.47,0.79,-44.68,0.51,16.84,0.00,0.53,46.50,9.33,25,24.93,2.24,2917,12.55,15.7,0.00,0
182.216,3.91,14.84,0.00,14.59,0.78,-44.88,0.51,16.85,0.00,0.53,46.50,9.34,25,24.93,2.24,2918,12.41,15.7,0.00,0
182.315,3.91,14.84,0.00,14.59,0.77,-44.68,0.51,16.84,0.00,0.53,46.50,9.41,25,24.93,2.24,2940,12.41,15.7,0.00,0
182.409,3.91,14.84,0.00,14.47,0.75,-44.88,0.51,16.86,0.00,0.53,46.50,9.42,25,25.03,2.24,2944,12.41,15.7,0.00,0
182.513,4.69,14.84,0.00,14.59,0.73,-44.75,0.51,16.82,0.00,0.53,46.50,9.42,25,25.02,2.24,2943,12.20,15.7,0.00,0
182.607,3.91,14.84,0.00,14.47,0.76,-44.75,0.51,16.83,0.00,0.53,46.50,9.35,25,25.12,2.24,2923,12.48,15.7,0.00,0
182.707,3.91,14.84,0.00,14.59,0.77,-44.75,0.51,16.84,0.00,0.53,46.50,9.37,25,25.13,2.24,2929,12.48,15.7,0.00,0
182.806,3.91,14.84,0.00,14.59,0.79,-44.47,0.51,16.85,0.00,0.53,46.50,9.44,25,25.03,2.24,2950,12.13,15.7,0.00,0
182.902,3.91,14.84,0.00,14.59,0.73,-44.75,0.51,16.85,0.00,0.53,46.50,9.44,25,24.64,2.22,2948,12.13,14.9,0.00,0
182.998,3.12,14.84,-0.12,14.47,0.73,-45.92,0.50,16.91,0.00,0.53,46.50,9.43,25,23.99,2.22,2947,9.58,14.9,0.00,0
183.102,2.34,14.84,-0.12,14.36,0.83,-46.82,0.49,16.98,0.00,0.53,46.50,8.75,25,23.52,2.20,2930,10.07,14.1,0.00,0
183.199,1.56,14.84,-0.12,14.36,0.80,-49.23,0.48,17.12,0.00,0.53,46.50,8.76,25,22.54,2.16,2932,7.52,13.7,0.00,0
183.299,0.00,14.84,-0.12,14.24,0.84,-50.54,0.46,17.22,0.00,0.53,46.50,8.18,25,22.13,2.16,2949,6.34,13.7,0.00,0
183.399,0.00,14.84,-0.12,14.36,0.85,-51.09,0.45,17.31,0.00,0.53,46.50,8.18,25,21.98,2.16,2948,8.00,13.7,0.00,0
183.498,0.78,14.84,0.00,14.70,0.74,-51.09,0.45,17.36,0.00,0.53,46.50,8.18,25,21.89,2.16,2950,8.34,13.7,0.00,0
183.603,2.34,14.84,0.00,14.81,0.40,-51.37,0.45,17.38,0.00,0.53,46.50,8.12,25,21.80,2.14,2927,9.31,13.3,0.00,0
183.692,2.34,14.84,0.00,14.70,0.19,-52.61,0.44,17.44,0.00,0.53,46.50,8.12,25,21.14,2.12,2926,6.76,13.3,0.00,0
183.781,1.56,14.84,-0.12,14.47,0.18,-53.16,0.44,17.55,0.00,0.53,46.50,8.18,25,20.97,2.12,2948,7.17,12.9,0.00,0
183.880,2.34,14.84,0.00,14.47,0.32,-53.71,0.43,17.59,0.00,0.53,46.50,7.55,25,20.97,2.12,2949,7.10,13.3,0.00,0
183.981,2.34,14.84,0.00,14.59,0.48,-53.37,0.43,17.62,0.00,0.53,46.50,8.17,25,21.15,2.12,2944,9.10,13.3,0.00,0
184.078,4.69,14.84,0.00,14.81,0.24,-53.16,0.43,17.62,0.00,0.53,46.50,8.11,25,21.06,2.12,2923,8.76,13.3,0.00,0
184.178,3.91,14.84,0.00,14.70,0.12,-53.50,0.43,17.59,0.00,0.53,46.50,8.11,25,21.14,2.12,2924,8.89,13.3,0.00,0
184.278,4.69,14.84,0.00,14.59,0.10,-53.37,0.43,17.55,0.00,0.53,46.50,8.17,25,21.14,2.14,2945,8.96,13.3,0.00,0
184.380,3.91,14.84,-0.12,14.47,0.11,-53.64,0.43,17.55,0.00,0.53,46.50,8.18,25,21.23,2.14,2950,8.76,13.3,0.00,0
184.477,3.12,14.84,-0.12,14.36,0.14,-53.50,0.43,17.56,0.00,0.53,46.50,8.11,25,21.14,2.12,2922,8.34,13.3,0.00,0
184.574,3.12,14.84,-0.12,14.36,0.30,-53.71,0.43,17.59,0.00,0.53,46.50,8.11,25,20.89,2.12,2923,8.14,13.3,0.00,0
184.678,3.12,14.84,0.00,14.47,0.59,-53.92,0.43,17.62,0.00,0.53,46.50,8.10,25,20.97,2.14,2921,8.34,13.3,0.00,0
184.762,3.91,14.84,0.00,14.59,0.49,-53.50,0.43,17.57,0.00,0.53,46.50,8.16,25,21.14,2.14,2944,8.48,13.3,0.00,0
184.859,3.91,14.84,0.00,14.59,0.34,-53.43,0.43,17.56,0.00,0.53,46.50,8.16,25,21.14,2.14,2944,8.89,13.3,0.00,0
184.960,4.69,14.84,0.00,14.59,0.24,-53.37,0.43,17.54,0.00,0.53,46.50,8.09,25,21.23,2.12,2917,8.96,13.3,0.00,0
185.058,3.91,14.84,-0.12,14.47,0.23,-53.64,0.43,17.61,0.00,0.53,46.50,8.08,25,20.89,2.12,2915,9.03,13.3,0.00,0
185.158,3.91,14.84,-0.12,14.36,0.48,-53.85,0.43,17.63,0.00,0.53,46.50,8.15,25,20.89,2.12,2940,8.34,13.3,0.00,0
185.256,3.91,14.84,0.00,14.47,0.69,-53.78,0.43,17.62,0.00,0.53,46.50,8.14,25,20.97,2.12,2934,8.34,13.3,0.00,0
185.352,3.12,14.84,-0.12,14.47,0.73,-54.05,0.43,17.60,0.00,0.53,46.50,8.14,25,20.89,2.12,2936,8.48,13.3,0.00,0
185.453,2.34,14.84,-0.12,14.36,0.74,-53.78,0.43,17.58,0.00,0.53,46.50,8.09,25,20.98,2.12,2916,8.34,13.3,0.00,0
185.549,3.12,14.84,0.00,14.59,0.75,-53.78,0.43,17.63,0.00,0.53,46.50,8.09,25,20.97,2.12,2916,8.27,13.3,0.00,0
185.658,3.12,14.84,0.00,14.59,0.65,-53.85,0.43,17.60,0.00,0.53,46.50,8.14,25,21.06,2.12,2937,9.38,13.3,0.00,0
185.744,3.12,14.84,0.00,14.59,0.48,-53.78,0.43,17.59,0.00,0.53,46.50,8.14,25,21.23,2.14,2936,9.24,13.3,0.00,0
185.842,3.12,14.84,0.00,14.47,0.36,-54.12,0.43,17.57,0.00,0.53,46.50,8.08,25,20.97,2.14,2914,8.41,13.3,0.00,0
185.942,3.12,14.84,0.00,14.47,0.38,-53.09,0.43,17.55,0.00,0.53,46.50,8.08,25,22.16,2.16,2915,9.38,14.1,0.00,0
186.041,5.47,14.84,0.00,14.70,0.48,-51.71,0.45,17.42,0.00,0.53,46.50,8.15,25,22.15,2.16,2938,11.79,14.1,0.00,0
186.137,4.69,14.84,0.00,14.59,0.28,-51.37,0.45,17.37,0.00,0.53,46.50,8.76,25,22.48,2.16,2934,11.38,14.1,0.00,0
186.231,4.69,14.84,0.00,14.47,0.25,-51.09,0.46,17.35,0.00,0.53,46.50,8.13,25,22.14,2.16,2932,11.24,14.1,0.00,0
186.335,3.91,14.84,-0.12,14.47,0.73,-51.16,0.46,17.33,0.00,0.53,46.50,8.70,25,22.23,2.16,2913,10.96,14.1,0.00,0
186.437,3.91,14.84,0.00,14.47,0.81,-51.37,0.46,17.33,0.00,0.53,46.50,8.08,25,22.31,2.16,2914,10.96,14.1,0.00,0
186.531,3.91,14.84,0.00,14.47,0.78,-51.37,0.46,17.35,0.00,0.53,46.50,8.14,25,22.06,2.16,2935,10.20,14.1,0.00,0
186.626,3.91,14.84,-0.12,14.47,0.81,-51.43,0.45,17.38,0.00,0.53,46.50,8.13,25,22.23,2.16,2932,10.34,14.1,0.00,0
186.721,4.69,14.84,0.00,14.59,0.78,-51.16,0.45,17.36,0.00,0.53,46.50,8.71,25,22.31,2.16,2915,10.27,14.1,0.00,0
186.819,3.91,14.84,0.00,14.59,0.72,-51.16,0.46,17.33,0.00,0.53,46.50,8.70,25,22.14,2.16,2912,10.14,14.1,0.00,0
186.923,3.12,14.84,-0.12,14.36,0.78,-51.37,0.46,17.33,0.00,0.53,46.50,8.13,25,22.23,2.16,2932,10.07,14.5,0.00,0
187.029,3.91,14.84,0.00,14.59,0.78,-49.16,0.46,17.32,0.00,0.53,46.50,8.77,25,23.82,2.20,2936,15.86,14.9,0.00,0
187.114,7.03,14.84,0.00,15.04,0.52,-47.78,0.48,17.10,0.00,0.53,46.50,9.38,25,24.10,2.22,2932,14.69,15.3,0.00,0
187.219,6.25,14.84,0.00,14.70,0.13,-47.44,0.49,17.00,0.00,0.53,46.50,9.32,25,24.09,2.22,2912,13.38,15.3,0.00,0
187.314,5.47,14.84,-0.12,14.47,0.14,-47.02,0.49,16.95,0.00,0.53,46.50,9.32,25,24.09,2.22,2914,13.31,15.3,0.00,0
187.416,5.47,14.84,-0.12,14.36,0.58,-46.88,0.49,16.95,0.00,0.53,46.50,9.39,25,23.81,2.22,2935,12.82,15.3,0.00,0
187.507,5.47,14.84,0.00,14.47,0.81,-46.82,0.49,16.99,0.00,0.53,46.50,9.39,25,24.09,2.22,2934,12.96,15.3,0.00,0
187.616,4.69,14.84,-0.12,14.47,0.82,-46.88,0.49,17.00,0.00,0.53,46.50,9.32,25,24.00,2.20,2912,11.93,14.9,0.00,0
187.707,3.12,14.84,-0.12,14.36,0.80,-47.30,0.49,17.01,0.00,0.53,46.50,9.32,25,23.90,2.20,2912,12.00,14.9,0.00,0
