Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AF Sens 3 Volts (V),Boost (kPa),Calculated Load (g/rev),Comm Fuel Final (AFR),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (C),MAF (g/s),MAF Volts (V),RPM (RPM),TD Boost Error (kPa),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.5.0-25494][2005 USDM Impreza WRX STI][Reflash: Stage0 v400.ptm - Realtime: Stage0 v400.ptm]"
45.939,2.34,14.84,0.00,14.59,0.70,-36.40,0.58,16.70,0.00,0.79,46.50,9.32,20,26.30,2.28,2730,9.45,16.1,0.00,0
46.037,2.34,14.84,0.00,14.59,0.56,-36.75,0.58,16.68,0.00,0.79,46.50,9.24,20,26.73,2.28,2707,9.31,16.1,0.00,0
46.133,2.34,14.84,0.00,14.47,0.54,-36.75,0.58,16.67,0.00,0.79,46.50,9.90,20,26.73,2.28,2730,9.58,16.1,0.00,0
46.228,2.34,14.84,0.00,14.47,0.71,-36.47,0.58,16.69,0.00,0.79,46.50,9.28,20,26.51,2.28,2718,9.45,16.1,0.00,0
46.325,2.34,14.84,0.00,14.59,0.76,-36.47,0.59,16.66,0.00,0.79,46.50,9.32,20,26.40,2.28,2731,9.24,16.1,0.00,0
46.422,2.34,14.84,-0.12,14.47,0.70,-36.40,0.58,16.65,0.00,0.79,46.50,9.24,20,26.30,2.28,2706,9.24,16.1,0.00,0
46.527,2.34,14.84,0.00,14.47,0.72,-36.82,0.58,16.64,0.00,0.79,46.50,9.33,20,26.30,2.28,2732,9.45,16.1,0.00,0
46.617,2.34,14.84,0.00,14.47,0.67,-36.75,0.58,16.67,0.00,0.79,46.50,9.25,20,26.41,2.28,2708,9.58,16.1,0.00,0
46.721,2.34,14.84,0.00,14.59,0.73,-36.47,0.58,16.68,0.00,0.79,46.50,9.31,20,26.41,2.28,2728,9.58,16.1,0.00,0
46.820,3.12,14.84,0.00,14.59,0.67,-36.40,0.58,16.66,0.00,0.79,46.50,9.31,20,26.52,2.28,2728,9.65,16.1,0.00,0
46.918,2.34,14.84,0.00,14.47,0.62,-36.68,0.58,16.67,0.00,0.79,46.50,9.24,20,26.30,2.28,2706,9.24,16.1,0.00,0
47.013,2.34,14.84,-0.12,14.47,0.70,-36.68,0.58,16.67,0.00,0.79,46.50,9.30,20,26.41,2.28,2724,9.31,16.1,0.00,0
47.107,2.34,14.84,0.00,14.47,0.76,-36.68,0.58,16.67,0.00,0.79,46.50,9.24,20,26.51,2.28,2708,9.45,16.1,0.00,0
47.207,2.34,14.84,0.00,14.59,0.71,-36.40,0.59,16.67,0.00,0.79,46.50,9.31,20,26.52,2.28,2728,9.45,16.1,0.00,0
47.306,2.34,14.84,-0.12,14.47,0.62,-36.61,0.58,16.67,0.00,0.79,46.50,9.26,20,26.52,2.28,2712,9.24,16.1,0.00,0
47.407,1.56,14.84,-0.12,14.47,0.67,-36.82,0.58,16.66,0.00,0.79,46.50,9.33,20,26.74,2.28,2734,9.65,16.1,0.00,0
47.504,2.34,14.84,0.00,14.47,0.74,-36.68,0.58,16.67,0.00,0.79,46.50,9.25,20,26.20,2.28,2709,9.45,16.1,0.00,0
47.597,3.12,14.84,0.00,14.59,0.72,-36.47,0.58,16.67,0.00,0.79,46.50,9.23,20,26.52,2.28,2703,9.24,16.1,0.00,0
47.697,2.34,14.84,0.00,14.59,0.64,-36.61,0.59,16.68,0.00,0.79,46.50,9.31,20,26.09,2.28,2729,9.58,16.1,0.00,0
47.802,2.34,14.84,-0.12,14.47,0.66,-36.68,0.58,16.69,0.00,0.79,46.50,9.25,20,26.31,2.28,2710,9.58,16.1,0.00,0
47.906,3.12,14.84,0.00,14.59,0.68,-36.96,0.58,16.71,0.00,0.79,46.50,9.32,20,26.52,2.28,2729,9.72,16.1,0.00,0
47.998,3.12,14.84,0.00,14.59,0.73,-36.75,0.58,16.69,0.00,0.79,46.50,9.24,20,26.09,2.28,2708,9.79,16.1,0.00,0
48.088,3.12,14.84,0.00,14.59,0.73,-36.47,0.58,16.68,0.00,0.79,46.50,9.29,20,26.31,2.28,2723,9.51,16.1,0.00,0
48.192,3.12,14.84,-0.12,14.47,0.67,-36.47,0.58,16.69,0.00,0.79,46.50,9.24,20,26.41,2.28,2707,9.24,16.1,0.00,0
48.290,2.34,14.84,0.00,14.47,0.56,-36.61,0.58,16.68,0.00,0.79,46.50,9.32,20,26.20,2.26,2730,9.38,16.1,0.00,0
48.381,2.34,14.84,-0.12,14.47,0.71,-36.82,0.58,16.68,0.00,0.79,46.50,9.32,20,26.52,2.28,2729,9.38,16.1,0.00,0
48.479,3.12,14.84,0.00,14.47,0.74,-36.68,0.58,16.66,0.00,0.79,46.50,9.26,20,26.41,2.28,2713,9.65,16.1,0.00,0
48.588,3.12,14.84,0.00,14.59,0.73,-36.68,0.58,16.69,0.00,0.79,46.50,9.32,20,26.31,2.28,2731,9.45,16.1,0.00,0
48.682,3.12,14.84,0.00,14.47,0.61,-36.47,0.58,16.68,0.00,0.79,46.50,9.24,20,26.51,2.28,2708,9.72,16.1,0.00,0
48.780,2.34,14.84,0.00,14.47,0.62,-36.82,0.58,16.65,0.00,0.79,46.50,9.30,20,26.52,2.28,2726,9.31,16.1,0.00,0
48.880,3.12,14.84,0.00,14.47,0.76,-36.82,0.58,16.65,0.00,0.79,46.50,9.25,20,26.73,2.28,2710,9.38,16.1,0.00,0
48.975,2.34,14.84,0.00,14.47,0.77,-36.68,0.58,16.67,0.00,0.79,46.50,9.32,20,26.31,2.28,2730,9.72,16.1,0.00,0
49.070,2.34,14.84,-0.12,14.47,0.70,-36.47,0.58,16.66,0.00,0.79,46.50,9.81,20,26.62,2.28,2706,9.72,16.1,0.00,0
49.166,2.34,14.84,-0.12,14.47,0.62,-36.68,0.59,16.68,0.00,0.79,46.50,9.32,20,26.52,2.28,2731,9.65,16.1,0.00,0
49.271,2.34,14.84,0.00,14.47,0.67,-36.82,0.58,16.68,0.00,0.79,46.50,9.31,20,26.41,2.28,2729,9.65,16.1,0.00,0
49.361,2.34,14.84,0.00,14.47,0.74,-36.40,0.58,16.65,0.00,0.79,46.50,9.24,20,26.52,2.28,2708,9.65,16.1,0.00,0
49.467,3.12,14.84,0.00,14.59,0.62,-36.47,0.59,16.67,0.00,0.79,46.50,9.88,20,26.52,2.28,2723,9.31,16.1,0.00,0
49.559,2.34,14.84,-0.12,14.47,0.66,-36.68,0.59,16.67,0.00,0.79,46.50,9.23,20,26.52,2.28,2705,9.58,16.1,0.00,0
49.663,1.56,14.84,-0.12,14.47,0.70,-36.96,0.59,16.67,0.00,0.79,46.50,9.31,20,26.52,2.28,2728,9.58,16.1,0.00,0
49.753,3.12,14.84,0.00,14.59,0.73,-36.75,0.59,16.66,0.00,0.79,46.50,9.24,20,26.52,2.28,2708,9.45,16.1,0.00,0
49.865,2.34,14.84,0.00,14.59,0.76,-36.47,0.58,16.68,0.00,0.79,46.50,9.29,20,26.10,2.28,2723,9.31,16.1,0.00,0
49.951,2.34,14.84,0.00,14.59,0.72,-36.68,0.58,16.69,0.00,0.79,46.50,9.24,20,26.52,2.28,2708,9.58,16.1,0.00,0
50.056,2.34,14.84,0.00,14.47,0.58,-36.96,0.58,16.69,0.00,0.79,46.50,9.24,20,26.31,2.28,2706,9.45,16.1,0.00,0
50.155,3.12,14.84,0.00,14.59,0.66,-36.68,0.58,16.70,0.00,0.79,46.50,9.29,20,26.30,2.28,2723,9.45,16.1,0.00,0
50.253,3.12,14.84,0.00,14.59,0.69,-36.96,0.58,16.69,0.00,0.79,46.50,9.24,20,26.30,2.28,2706,9.58,16.1,0.00,0
50.349,3.12,14.84,0.00,14.59,0.71,-36.40,0.58,16.69,0.00,0.79,46.50,9.31,20,26.51,2.28,2728,9.65,16.1,0.00,0
50.443,3.12,14.84,0.00,14.59,0.65,-36.47,0.58,16.66,0.00,0.79,46.50,9.81,20,26.62,2.28,2704,9.24,16.1,0.00,0
50.537,2.34,14.84,-0.12,14.36,0.68,-36.75,0.59,16.65,0.00,0.79,46.50,9.29,20,26.30,2.28,2721,9.58,16.1,0.00,0
50.646,2.34,14.84,0.00,14.47,0.76,-36.68,0.59,16.66,0.00,0.79,46.50,9.80,20,26.73,2.28,2703,9.38,16.1,0.00,0
50.745,3.12,14.84,0.00,14.59,0.77,-36.40,0.59,16.65,0.00,0.79,46.50,9.30,20,26.41,2.28,2724,9.24,16.1,0.00,0
50.847,3.12,14.84,0.00,14.47,0.73,-36.40,0.58,16.69,0.00,0.79,46.50,9.29,20,26.30,2.28,2723,9.24,16.1,0.00,0
50.940,2.34,14.84,-0.12,14.47,0.66,-36.34,0.58,16.68,0.00,0.79,46.50,9.21,20,26.30,2.28,2698,9.58,16.1,0.00,0
51.042,2.34,14.84,-0.12,14.47,0.68,-36.68,0.58,16.67,0.00,0.79,46.50,9.29,20,26.09,2.28,2722,9.24,16.1,0.00,0
51.128,2.34,14.84,0.00,14.47,0.72,-36.75,0.58,16.69,0.00,0.79,46.50,9.20,20,26.20,2.28,2696,9.65,16.1,0.00,0
51.227,3.12,14.84,0.00,14.59,0.72,-36.34,0.58,16.66,0.00,0.79,46.50,9.28,20,26.51,2.28,2718,9.58,16.1,0.00,0
51.322,3.12,14.84,0.00,14.59,0.65,-36.47,0.59,16.66,0.00,0.79,46.50,9.22,20,26.51,2.28,2702,9.31,16.1,0.00,0
51.421,2.34,14.84,-0.12,14.47,0.67,-36.61,0.59,16.68,0.00,0.79,46.50,9.20,20,26.30,2.28,2696,9.17,16.1,0.00,0
51.519,2.34,14.84,0.00,14.47,0.68,-36.47,0.59,16.63,0.00,0.79,46.50,9.29,20,26.51,2.28,2720,9.38,16.1,0.00,0
51.618,2.34,14.84,0.00,14.47,0.77,-36.75,0.59,16.66,0.00,0.79,46.50,9.22,20,26.30,2.28,2701,9.45,16.1,0.00,0
51.719,2.34,14.84,0.00,14.47,0.78,-36.40,0.59,16.64,0.00,0.79,46.50,9.27,20,26.62,2.28,2716,9.58,16.1,0.00,0
51.817,2.34,14.84,-0.12,14.47,0.62,-36.47,0.59,16.65,0.00,0.79,46.50,9.20,20,26.31,2.28,2696,9.45,16.1,0.00,0
51.908,1.56,14.84,0.00,14.47,0.67,-36.61,0.59,16.67,0.00,0.79,46.50,9.28,20,26.20,2.28,2718,9.31,16.1,0.00,0
52.018,2.34,14.84,0.00,14.47,0.65,-36.82,0.59,16.69,0.00,0.79,46.50,9.19,20,26.51,2.28,2694,9.17,16.1,0.00,0
52.105,3.12,14.84,0.00,14.70,0.68,-36.27,0.58,16.67,0.00,0.79,46.50,9.20,20,26.41,2.28,2694,9.17,16.1,0.00,0
52.202,3.12,14.84,0.00,14.59,0.65,-36.47,0.59,16.67,0.00,0.79,46.50,9.84,20,26.52,2.28,2714,9.03,16.1,0.00,0
52.302,2.34,14.84,-0.12,14.36,0.66,-36.61,0.59,16.66,0.00,0.79,46.50,9.76,20,26.51,2.28,2690,9.24,16.1,0.00,0
52.402,2.34,14.84,-0.12,14.47,0.67,-36.68,0.59,16.66,0.00,0.79,46.50,9.26,20,26.31,2.28,2712,9.31,16.1,0.00,0
52.502,2.34,14.84,0.00,14.47,0.71,-36.68,0.59,16.68,0.00,0.79,46.50,9.19,20,26.41,2.28,2694,9.38,16.1,0.00,0
52.597,2.34,14.84,0.00,14.47,0.71,-36.47,0.59,16.67,0.00,0.79,46.50,9.26,20,26.51,2.28,2712,9.31,16.1,0.00,0
52.697,2.34,14.84,0.00,14.59,0.70,-36.47,0.59,16.68,0.00,0.79,46.50,9.26,20,26.30,2.28,2712,9.24,16.1,0.00,0
52.792,1.56,14.84,-0.12,14.36,0.63,-36.40,0.59,16.68,0.00,0.79,46.50,9.74,20,26.62,2.28,2687,9.31,16.1,0.00,0
52.892,1.56,14.84,-0.12,14.47,0.60,-36.40,0.59,16.68,0.00,0.79,46.50,9.24,20,26.30,2.28,2708,9.24,16.1,0.00,0
52.990,1.56,14.84,0.00,14.47,0.73,-36.75,0.59,16.69,0.00,0.79,46.50,9.19,20,26.31,2.28,2692,9.31,16.1,0.00,0
53.086,3.12,14.84,0.00,14.59,0.70,-36.40,0.59,16.68,0.00,0.79,46.50,9.26,20,26.51,2.28,2712,9.31,16.1,0.00,0
53.187,2.34,14.84,0.00,14.59,0.56,-36.47,0.59,16.69,0.00,0.79,46.50,9.83,20,26.30,2.28,2711,9.24,16.1,0.00,0
53.287,3.12,14.84,0.00,14.47,0.58,-36.34,0.59,16.68,0.00,0.79,46.50,9.75,20,26.62,2.28,2687,9.45,16.1,0.00,0
53.384,2.34,14.84,0.00,14.47,0.65,-36.61,0.59,16.68,0.00,0.79,46.50,9.23,20,26.31,2.28,2705,9.17,16.1,0.00,0
53.486,2.34,14.84,0.00,14.47,0.73,-36.68,0.59,16.69,0.00,0.79,46.50,9.18,20,26.63,2.28,2688,9.17,16.1,0.00,0
53.577,3.12,14.84,0.00,14.59,0.72,-36.40,0.59,16.69,0.00,0.79,46.50,9.24,20,26.30,2.28,2707,9.45,16.1,0.00,0
53.672,3.12,14.84,0.00,14.59,0.71,-36.34,0.59,16.68,0.00,0.79,46.50,9.24,20,26.30,2.28,2706,9.38,16.1,0.00,0
53.771,3.12,14.84,0.00,14.59,0.62,-36.61,0.59,16.66,0.00,0.79,46.50,9.17,20,26.52,2.28,2686,9.10,16.1,0.00,0
53.870,2.34,14.84,-0.12,14.47,0.62,-36.68,0.59,16.65,0.00,0.79,46.50,9.24,20,26.41,2.28,2707,9.38,16.1,0.00,0
53.971,2.34,14.84,0.00,14.47,0.73,-36.68,0.59,16.66,0.00,0.79,46.50,9.17,20,26.30,2.28,2687,9.31,16.1,0.00,0
54.072,2.34,14.84,-0.12,14.47,0.74,-36.40,0.59,16.67,0.00,0.79,46.50,9.22,20,26.52,2.28,2701,9.38,16.1,0.00,0
54.162,3.12,14.84,0.00,14.59,0.69,-36.47,0.59,16.66,0.00,0.79,46.50,9.18,20,26.09,2.28,2688,9.31,16.1,0.00,0
54.260,1.56,14.84,-0.12,14.47,0.56,-36.47,0.59,16.69,0.00,0.79,46.50,9.17,20,26.52,2.30,2686,9.38,17.6,0.00,0
54.369,4.69,14.84,0.00,14.81,0.61,-32.54,0.61,16.61,0.00,0.79,46.00,10.38,20,28.80,2.34,2703,15.65,17.6,0.00,0
54.464,7.03,14.84,0.00,15.04,0.27,-31.23,0.63,16.34,0.00,0.79,45.50,10.33,20,28.80,2.34,2690,13.93,17.6,0.00,0
54.556,5.47,14.84,0.00,14.59,0.21,-30.41,0.64,16.23,0.00,0.79,45.50,10.41,20,29.11,2.34,2711,12.48,17.6,0.00,0
54.659,4.69,14.84,-0.12,14.24,0.66,-30.34,0.64,16.20,0.00,0.79,45.50,10.33,20,29.10,2.34,2691,12.07,17.6,0.00,0
54.758,3.12,14.84,-0.12,14.13,0.80,-30.13,0.65,16.17,0.00,0.79,45.50,10.33,20,29.00,2.34,2690,12.00,17.6,0.00,0
54.853,3.12,14.84,-0.12,14.24,0.83,-29.99,0.65,16.15,0.00,0.79,45.50,10.40,20,29.21,2.34,2710,11.79,17.6,0.00,0
54.952,2.34,14.84,-0.12,14.36,0.81,-30.13,0.65,16.18,0.00,0.79,45.50,10.37,20,29.31,2.36,2700,11.79,17.6,0.00,0
55.052,2.34,14.84,-0.12,14.36,0.78,-29.44,0.65,16.15,0.00,0.79,45.50,10.44,20,29.53,2.34,2719,11.86,17.6,0.00,0
55.149,1.56,14.84,-0.12,14.36,0.76,-29.58,0.65,16.15,0.00,0.79,45.50,10.34,20,29.42,2.34,2694,11.45,17.6,0.00,0
55.245,0.78,14.84,-0.12,14.24,0.77,-29.72,0.65,16.20,0.00,0.79,45.50,10.43,20,29.42,2.34,2716,11.24,17.6,0.00,0
55.340,2.34,14.84,0.00,14.47,0.79,-29.58,0.65,16.20,0.00,0.79,45.50,10.45,20,29.53,2.34,2721,11.17,17.6,0.00,0
55.445,1.56,14.84,0.00,14.47,0.73,-29.16,0.65,16.18,0.00,0.79,45.50,10.39,20,29.42,2.34,2704,11.31,17.6,0.00,0
55.541,1.56,14.84,-0.12,14.47,0.66,-29.23,0.65,16.17,0.00,0.79,45.50,10.46,20,29.64,2.34,2723,10.96,17.6,0.00,0
55.632,2.34,14.84,-0.12,14.47,0.66,-29.03,0.65,16.18,0.00,0.79,45.50,10.38,20,29.42,2.34,2702,10.89,17.6,0.00,0
55.732,1.56,14.84,0.00,14.47,0.70,-29.30,0.65,16.18,0.00,0.79,45.50,10.46,20,29.42,2.36,2723,10.96,17.6,0.00,0
55.833,2.34,14.84,0.00,14.47,0.76,-29.03,0.65,16.18,0.00,0.79,45.50,10.40,20,29.64,2.36,2708,10.96,17.6,0.00,0
55.935,2.34,14.84,0.00,14.59,0.70,-29.30,0.65,16.15,0.00,0.79,45.50,10.48,20,29.86,2.36,2729,10.48,17.6,0.00,0
56.028,1.56,14.84,-0.12,14.47,0.69,-28.89,0.66,16.14,0.00,0.79,45.50,10.41,20,29.75,2.36,2711,10.89,17.6,0.00,0
56.135,1.56,14.84,-0.12,14.47,0.75,-28.96,0.66,16.14,0.00,0.79,45.50,10.41,20,29.86,2.34,2710,10.62,17.6,0.00,0
56.220,1.56,14.84,-0.12,14.36,0.80,-28.89,0.66,16.16,0.00,0.79,45.50,10.50,20,29.52,2.36,2734,10.69,17.6,0.00,0
56.323,1.56,14.84,0.00,14.47,0.77,-28.96,0.66,16.11,0.00,0.79,45.50,10.41,20,29.64,2.36,2710,10.69,17.6,0.00,0
56.425,1.56,14.84,-0.12,14.47,0.70,-28.75,0.66,16.13,0.00,0.79,45.50,10.50,20,29.87,2.36,2734,10.76,17.6,0.00,0
56.515,1.56,14.84,-0.12,14.47,0.63,-28.48,0.66,16.16,0.00,0.79,45.50,10.44,20,29.64,2.36,2718,10.41,17.6,0.00,0
56.616,0.78,14.84,0.00,14.47,0.66,-28.61,0.66,16.11,0.00,0.79,45.50,10.51,20,29.85,2.36,2738,10.41,17.6,0.00,0
56.717,2.34,14.84,0.00,14.59,0.76,-28.61,0.66,16.12,0.00,0.79,45.50,11.04,20,29.97,2.36,2723,10.34,17.6,0.00,0
56.812,0.78,14.84,-0.12,14.47,0.70,-28.54,0.66,16.13,0.00,0.79,45.50,10.52,20,29.86,2.36,2740,10.27,17.6,0.00,0
56.909,0.78,14.84,-0.12,14.36,0.70,-28.48,0.66,16.13,0.00,0.79,45.50,10.43,20,29.97,2.36,2715,10.27,17.6,0.00,0
57.007,0.78,14.84,-0.12,14.47,0.67,-28.54,0.66,16.12,0.00,0.79,45.50,11.11,20,30.09,2.36,2740,10.48,17.6,0.00,0
57.107,0.78,14.84,0.00,14.47,0.76,-28.75,0.66,16.13,0.00,0.79,45.50,10.53,20,30.09,2.36,2743,10.27,17.6,0.00,0
57.207,1.56,14.84,0.00,14.47,0.74,-28.27,0.66,16.10,0.00,0.79,45.50,10.46,20,30.08,2.36,2724,10.20,17.6,0.00,0
57.301,0.78,14.84,-0.12,14.47,0.68,-28.48,0.66,16.11,0.00,0.79,45.50,10.54,20,29.86,2.36,2745,10.14,17.6,0.00,0
57.400,0.78,14.84,-0.12,14.47,0.69,-28.82,0.66,16.12,0.00,0.79,45.50,10.47,20,29.86,2.36,2726,10.27,17.6,0.00,0
57.501,0.78,14.84,0.00,14.47,0.77,-28.75,0.66,16.11,0.00,0.79,45.50,10.57,20,29.86,2.36,2752,10.20,17.6,0.00,0
57.591,1.56,14.84,0.00,14.47,0.76,-28.96,0.66,16.14,0.00,0.79,45.50,10.48,20,30.31,2.36,2728,10.55,17.6,0.00,0
57.689,1.56,14.84,-0.12,14.47,0.69,-28.41,0.66,16.11,0.00,0.79,45.50,10.55,20,29.86,2.36,2748,10.69,17.6,0.00,0
57.788,0.78,14.84,-0.12,14.47,0.69,-28.54,0.66,16.12,0.00,0.79,45.50,11.06,20,29.97,2.36,2729,10.27,17.6,0.00,0
57.894,0.00,14.84,-0.12,14.36,0.70,-28.68,0.66,16.13,0.00,0.79,45.50,10.56,20,29.97,2.36,2750,10.41,17.6,0.00,0
57.983,0.78,14.84,0.00,14.47,0.74,-28.75,0.66,16.13,0.00,0.79,45.50,10.49,20,29.86,2.36,2731,10.48,17.6,0.00,0
58.087,1.56,14.84,0.00,14.59,0.68,-28.75,0.65,16.11,0.00,0.79,45.50,10.57,20,29.86,2.36,2752,10.27,17.6,0.00,0
58.181,1.56,14.84,0.00,14.59,0.58,-28.54,0.66,16.12,0.00,0.79,45.50,11.07,20,30.09,2.36,2731,10.55,17.6,0.00,0
58.279,0.78,14.84,0.00,14.47,0.69,-28.75,0.66,16.12,0.00,0.79,45.50,10.60,20,30.09,2.36,2761,10.62,17.6,0.00,0
58.381,1.56,14.84,0.00,14.47,0.77,-28.82,0.66,16.11,0.00,0.79,45.50,10.53,20,30.09,2.36,2741,10.55,17.6,0.00,0
58.482,1.56,14.84,-0.12,14.47,0.73,-28.54,0.66,16.11,0.00,0.79,45.50,10.60,20,29.97,2.36,2760,10.27,17.6,0.00,0
58.571,0.78,14.84,-0.12,14.36,0.64,-28.48,0.66,16.10,0.00,0.79,45.50,10.51,20,29.86,2.36,2738,10.14,17.6,0.00,0
58.671,0.78,14.84,-0.12,14.36,0.72,-28.68,0.66,16.10,0.00,0.79,45.50,10.60,20,30.09,2.36,2760,10.48,17.6,0.00,0
58.767,0.78,14.84,0.00,14.47,0.77,-28.61,0.66,16.12,0.00,0.79,45.50,10.55,20,29.86,2.36,2748,10.41,17.6,0.00,0
58.868,1.56,14.84,0.00,14.47,0.70,-28.13,0.66,16.10,0.00,0.79,45.50,10.64,20,30.08,2.36,2770,10.20,17.6,0.00,0
58.967,0.78,14.84,-0.12,14.47,0.61,-28.34,0.65,16.12,0.00,0.79,45.50,10.53,20,29.97,2.36,2743,10.41,17.6,0.00,0
59.064,0.78,14.84,0.00,14.47,0.70,-28.68,0.65,16.11,0.00,0.79,45.50,10.62,20,30.31,2.36,2766,10.48,17.6,0.00,0
59.159,1.56,14.84,0.00,14.59,0.71,-28.54,0.66,16.09,0.00,0.79,45.50,10.56,20,30.08,2.36,2750,10.34,17.6,0.00,0
59.264,1.56,14.84,0.00,14.59,0.67,-28.34,0.66,16.10,0.00,0.79,45.50,10.64,20,30.09,2.36,2771,10.27,17.6,0.00,0
59.357,0.78,14.84,-0.12,14.47,0.65,-28.48,0.65,16.12,0.00,0.79,45.50,10.59,20,30.08,2.36,2759,10.55,17.6,0.00,0
59.461,0.78,14.84,-0.12,14.36,0.75,-28.61,0.66,16.09,0.00,0.79,45.50,10.65,20,30.08,2.36,2772,10.34,17.6,0.00,0
59.557,0.78,14.84,-0.12,14.36,0.77,-28.61,0.65,16.10,0.00,0.79,45.50,10.57,20,30.20,2.36,2752,10.14,17.6,0.00,0
59.650,1.56,14.84,0.00,14.59,0.70,-28.41,0.65,16.12,0.00,0.79,45.50,10.65,20,29.86,2.36,2774,10.48,17.6,0.00,0
59.752,1.56,14.84,0.00,14.47,0.61,-28.34,0.65,16.12,0.00,0.79,45.50,10.57,20,30.09,2.36,2754,10.20,17.6,0.00,0
59.846,1.56,14.84,0.00,14.47,0.69,-28.41,0.65,16.11,0.00,0.79,45.50,10.65,20,30.08,2.36,2774,10.20,17.6,0.00,0
59.943,1.56,14.84,0.00,14.47,0.74,-28.68,0.65,16.09,0.00,0.79,45.50,10.59,20,30.08,2.36,2758,10.41,17.6,0.00,0
60.041,1.56,14.84,-0.12,14.47,0.70,-28.20,0.65,16.09,0.00,0.79,45.50,10.68,20,30.08,2.36,2782,10.27,17.6,0.00,0
60.145,0.78,14.84,-0.12,14.36,0.70,-28.48,0.65,16.08,0.00,0.79,45.50,10.58,20,29.98,2.36,2756,10.62,17.6,0.00,0
60.240,0.78,14.84,0.00,14.47,0.76,-28.48,0.65,16.11,0.00,0.79,45.50,10.67,20,29.86,2.36,2780,10.48,17.6,0.00,0
60.340,1.56,14.84,0.00,14.59,0.72,-28.61,0.65,16.10,0.00,0.79,45.50,10.61,20,30.31,2.36,2764,10.14,17.6,0.00,0
60.441,1.56,14.84,-0.12,14.47,0.68,-28.34,0.65,16.06,0.00,0.79,45.50,11.29,20,30.20,2.36,2786,10.41,17.6,0.00,0
60.537,0.78,14.84,-0.12,14.36,0.70,-28.54,0.65,16.08,0.00,0.79,45.50,10.61,20,30.42,2.36,2763,10.48,18.0,0.00,0
60.636,0.78,14.84,0.00,14.36,0.79,-28.61,0.66,16.07,0.00,0.79,45.50,10.70,20,30.31,2.36,2786,11.31,18.0,0.00,0
60.733,0.78,14.84,0.00,14.47,0.73,-28.34,0.65,16.07,0.00,0.79,45.50,10.70,20,30.19,2.36,2786,11.38,17.6,0.00,0
60.836,0.78,14.84,-0.12,14.47,0.68,-28.13,0.65,16.09,0.00,0.79,45.50,10.62,20,30.53,2.38,2764,11.24,17.6,0.00,0
60.936,0.00,14.84,-0.12,14.36,0.71,-28.41,0.66,16.05,0.00,0.79,45.50,10.71,20,30.30,2.36,2790,10.96,17.6,0.00,0
61.021,0.78,14.84,0.00,14.47,0.77,-28.41,0.65,16.08,0.00,0.79,45.50,10.62,20,30.30,2.36,2765,11.10,17.6,0.00,0
61.127,1.56,14.84,0.00,14.59,0.69,-28.20,0.65,16.09,0.00,0.79,45.50,10.70,20,30.31,2.36,2786,11.17,18.0,0.00,0
61.224,1.56,14.84,0.00,14.47,0.57,-28.34,0.65,16.08,0.00,0.79,45.50,10.63,20,30.20,2.36,2768,10.96,17.6,0.00,0
61.316,0.00,14.84,-0.12,14.36,0.74,-28.54,0.65,16.08,0.00,0.79,45.50,10.73,20,30.20,2.36,2795,10.27,18.0,0.00,0
61.416,1.56,14.84,0.00,14.47,0.76,-28.54,0.65,16.11,0.00,0.79,45.50,10.65,20,30.19,2.36,2774,11.17,18.0,0.00,0
61.527,1.56,14.84,-0.12,14.59,0.62,-28.34,0.65,16.08,0.00,0.79,45.50,10.73,20,30.31,2.36,2794,10.96,17.6,0.00,0
61.619,0.78,14.84,-0.12,14.47,0.70,-28.20,0.65,16.09,0.00,0.79,45.50,10.63,20,30.31,2.36,2769,11.38,17.6,0.00,0
61.709,1.56,14.84,0.00,14.47,0.70,-28.54,0.65,16.08,0.00,0.79,45.50,10.72,20,30.31,2.36,2792,11.24,17.6,0.00,0
61.813,1.56,14.84,0.00,14.47,0.71,-28.48,0.65,16.08,0.00,0.79,45.50,10.68,20,30.54,2.36,2780,11.10,18.0,0.00,0
61.906,0.00,14.84,-0.12,14.36,0.71,-28.48,0.65,16.08,0.00,0.79,45.50,10.67,20,30.53,2.36,2778,11.17,18.0,0.00,0
62.001,-0.78,14.84,-0.12,14.24,0.76,-28.48,0.65,16.06,0.00,0.79,45.50,10.73,20,30.31,2.36,2794,11.31,18.0,0.00,0
62.099,0.78,14.84,0.00,14.47,0.76,-28.48,0.65,16.07,0.00,0.79,45.50,10.66,20,30.20,2.36,2776,11.31,18.0,0.00,0
62.201,0.78,14.84,0.00,14.47,0.70,-28.20,0.65,16.08,0.00,0.79,45.50,10.76,20,30.31,2.36,2802,10.96,18.0,0.00,0
62.298,0.78,14.84,0.00,14.59,0.60,-28.41,0.65,16.09,0.00,0.79,45.50,10.68,20,30.20,2.36,2782,10.96,18.0,0.00,0
62.397,0.78,14.84,0.00,14.47,0.72,-28.48,0.65,16.06,0.00,0.79,45.50,10.75,20,30.31,2.36,2799,11.45,17.6,0.00,0
62.495,0.78,14.84,0.00,14.47,0.74,-28.54,0.65,16.08,0.00,0.79,45.50,10.70,20,30.09,2.36,2786,11.24,17.6,0.00,0
