Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AF Sens 3 Volts (V),Boost (kPa),Calculated Load (g/rev),Comm Fuel Final (AFR),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (C),MAF (g/s),MAF Volts (V),RPM (RPM),TD Boost Error (kPa),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.5.0-25494][2005 USDM Impreza WRX STI][Reflash: Stage0 v400.ptm - Realtime: Stage0 v400.ptm]"
16.438,-8.59,14.84,0.00,14.70,0.51,-41.37,0.53,14.98,0.00,0.79,47.00,9.09,20,24.88,2.26,2840,11.38,15.7,0.00,0
16.545,-8.59,14.84,0.00,14.59,0.73,-41.37,0.53,14.99,0.00,0.79,47.00,9.09,20,25.07,2.26,2840,11.65,15.7,0.00,0
16.643,-9.38,14.84,0.00,14.59,0.74,-41.09,0.53,14.99,0.00,0.79,47.00,9.02,20,25.07,2.26,2818,11.38,15.7,0.00,0
16.733,-9.38,14.84,0.00,14.47,0.66,-41.23,0.53,15.00,0.00,0.79,47.00,9.08,20,24.98,2.24,2836,11.24,15.7,0.00,0
16.833,-8.59,14.84,0.00,14.59,0.76,-41.37,0.53,15.00,0.00,0.79,47.00,9.02,20,25.08,2.26,2818,11.38,15.7,0.00,0
16.933,-8.59,14.84,0.00,14.70,0.65,-41.16,0.53,15.00,0.00,0.79,47.00,9.00,20,24.89,2.26,2812,11.38,15.7,0.00,0
17.033,-9.38,14.84,0.00,14.59,0.64,-41.37,0.53,15.01,0.00,0.79,47.00,9.07,20,24.89,2.26,2835,11.24,15.7,0.00,0
17.128,-8.59,14.84,0.00,14.59,0.70,-41.23,0.53,15.02,0.00,0.79,47.00,9.00,20,24.89,2.26,2812,11.17,15.7,0.00,0
17.228,-8.59,14.84,0.00,14.70,0.68,-41.02,0.53,15.02,0.00,0.79,47.00,9.07,20,25.08,2.26,2834,11.38,15.7,0.00,0
17.322,-8.59,14.84,0.00,14.59,0.67,-41.37,0.53,15.01,0.00,0.79,47.00,9.00,20,24.80,2.24,2813,11.38,15.7,0.00,0
17.418,-8.59,14.84,0.00,14.59,0.63,-41.37,0.53,15.03,0.00,0.79,47.00,9.00,20,24.90,2.26,2813,11.38,15.7,0.00,0
17.521,-7.81,14.84,0.00,14.70,0.70,-41.16,0.53,15.03,0.00,0.79,47.00,9.06,20,24.80,2.26,2831,11.10,15.7,0.00,0
17.624,-7.81,14.84,0.00,14.59,0.58,-41.02,0.53,15.03,0.00,0.79,47.00,8.98,20,24.99,2.26,2808,11.10,15.7,0.00,0
17.713,-7.81,14.84,0.00,14.59,0.63,-41.02,0.53,15.03,0.00,0.79,47.00,9.66,20,24.90,2.24,2830,11.38,15.7,0.00,0
17.810,-7.81,14.84,0.00,14.59,0.66,-41.16,0.53,15.05,0.00,0.79,47.00,8.98,20,24.71,2.26,2806,10.41,15.7,0.00,0
17.917,-8.59,14.84,0.00,14.59,0.75,-41.16,0.53,15.05,0.00,0.79,47.00,8.97,20,24.81,2.26,2802,11.17,15.7,0.00,0
18.014,-8.59,14.84,0.00,14.59,0.62,-41.37,0.53,15.05,0.00,0.79,47.00,9.02,20,24.91,2.26,2820,10.20,15.7,0.00,0
18.113,-7.81,14.84,0.00,14.59,0.67,-41.16,0.53,15.05,0.00,0.79,47.00,8.97,20,24.81,2.24,2804,10.41,15.7,0.00,0
18.202,-7.81,14.84,0.00,14.59,0.69,-41.09,0.53,15.06,0.00,0.79,47.00,9.02,20,24.91,2.24,2818,10.55,15.7,0.00,0
18.306,-7.81,14.84,0.00,14.59,0.62,-41.23,0.53,15.06,0.00,0.79,47.00,8.95,20,24.72,2.24,2797,10.34,15.7,0.00,0
18.403,-7.81,14.84,0.00,14.59,0.53,-41.09,0.53,15.07,0.00,0.79,47.00,8.95,20,24.91,2.24,2797,10.27,15.7,0.00,0
18.506,-7.81,14.84,0.00,14.59,0.70,-41.02,0.53,15.07,0.00,0.79,47.00,9.02,20,24.91,2.26,2819,10.34,15.7,0.00,0
18.594,-7.03,14.84,0.00,14.59,0.69,-40.89,0.53,15.07,0.00,0.79,47.00,8.93,20,24.91,2.24,2792,10.41,15.7,0.00,0
18.698,-7.81,14.84,0.00,14.59,0.60,-41.09,0.53,15.08,0.00,0.79,47.00,8.98,20,24.91,2.24,2808,11.03,15.7,0.00,0
18.796,-7.81,14.84,0.00,14.59,0.70,-41.02,0.53,15.08,0.00,0.79,47.00,8.89,20,24.92,2.24,2779,11.24,15.7,0.00,0
18.892,-7.03,14.84,0.00,14.59,0.73,-41.16,0.53,15.08,0.00,0.79,47.00,8.97,20,24.92,2.26,2804,10.27,15.7,0.00,0
18.991,-7.81,14.84,0.00,14.59,0.66,-41.02,0.54,15.08,0.00,0.79,47.00,8.90,20,25.01,2.24,2782,10.27,15.7,0.00,0
19.090,-7.03,14.84,0.00,14.59,0.68,-41.16,0.54,15.09,0.00,0.79,47.00,8.94,20,25.11,2.24,2794,10.89,15.7,0.00,0
19.182,-7.81,14.84,0.00,14.59,0.74,-40.75,0.54,15.09,0.00,0.79,47.00,8.96,20,24.92,2.26,2801,10.14,15.7,0.00,0
19.281,-7.81,14.84,0.00,14.59,0.72,-41.09,0.53,15.09,0.00,0.79,47.00,8.91,20,24.92,2.26,2784,10.27,15.7,0.00,0
19.384,-7.81,14.84,0.00,14.59,0.68,-40.89,0.53,15.10,0.00,0.79,47.00,8.98,20,24.83,2.24,2808,10.48,15.7,0.00,0
19.476,-7.81,14.84,0.00,14.59,0.70,-41.02,0.53,15.11,0.00,0.79,47.00,8.90,20,24.83,2.24,2782,10.34,15.7,0.00,0
19.576,-7.81,14.84,0.00,14.59,0.73,-40.61,0.53,15.11,0.00,0.79,47.00,8.97,20,24.93,2.24,2804,11.03,15.7,0.00,0
19.675,-7.81,14.84,0.00,14.59,0.67,-40.82,0.53,15.12,0.00,0.79,47.00,8.88,20,24.83,2.24,2776,10.20,15.7,0.00,0
19.779,-7.03,14.84,0.00,14.59,0.55,-40.89,0.54,15.12,0.00,0.79,47.00,9.53,20,24.93,2.24,2793,10.34,15.7,0.00,0
19.869,-7.03,14.84,0.00,14.59,0.67,-40.68,0.54,15.12,0.00,0.79,47.00,8.89,20,24.93,2.26,2777,10.27,15.7,0.00,0
19.972,-7.03,14.84,0.00,14.59,0.74,-40.75,0.54,15.13,0.00,0.79,47.00,8.89,20,25.03,2.26,2778,10.07,15.7,0.00,0
20.070,-7.81,14.84,0.00,14.59,0.70,-40.95,0.54,15.13,0.00,0.79,47.00,8.93,20,25.12,2.24,2790,10.07,15.7,0.00,0
20.167,-7.81,14.84,0.00,14.59,0.67,-40.89,0.54,15.13,0.00,0.79,47.00,8.87,20,24.94,2.26,2773,10.27,15.7,0.00,0
20.259,-7.81,14.84,0.00,14.59,0.72,-40.68,0.54,15.14,0.00,0.79,47.00,8.94,20,24.75,2.24,2792,10.20,15.7,0.00,0
20.361,-7.03,14.84,0.00,14.70,0.71,-40.68,0.54,15.15,0.00,0.79,47.00,8.86,20,24.94,2.26,2770,10.00,15.7,0.00,0
20.459,-7.03,14.84,0.00,14.59,0.53,-40.82,0.54,15.15,0.00,0.79,47.00,8.94,20,24.94,2.24,2794,10.00,15.7,0.00,0
20.562,-7.03,14.84,0.00,14.59,0.69,-40.89,0.54,15.15,0.00,0.79,47.00,8.86,20,24.94,2.24,2770,10.20,15.7,0.00,0
20.656,-7.03,14.84,0.00,14.70,0.72,-40.61,0.54,15.15,0.00,0.79,47.00,8.94,20,24.76,2.24,2795,10.20,15.7,0.00,0
20.757,-7.81,14.84,0.00,14.47,0.70,-40.68,0.53,15.17,0.00,0.79,47.00,8.89,20,24.76,2.26,2779,10.27,15.7,0.00,0
20.851,-7.03,14.84,0.00,14.59,0.61,-40.95,0.53,15.17,0.00,0.79,47.00,8.93,20,24.57,2.24,2791,10.20,15.7,0.00,0
20.953,-7.03,14.84,0.00,14.59,0.61,-40.68,0.53,15.18,0.00,0.79,47.00,8.88,20,24.85,2.26,2775,10.14,15.7,0.00,0
21.045,-7.03,14.84,0.00,14.59,0.70,-40.68,0.54,15.17,0.00,0.79,47.00,9.47,20,24.76,2.24,2773,10.20,15.7,0.00,0
21.149,-7.03,14.84,0.00,14.59,0.65,-40.75,0.54,15.17,0.00,0.79,47.00,8.95,20,24.86,2.24,2798,9.79,15.7,0.00,0
21.248,-7.03,14.84,0.00,14.59,0.69,-40.95,0.53,15.18,0.00,0.79,47.00,8.88,20,24.67,2.24,2774,10.27,15.7,0.00,0
21.346,-7.03,14.84,0.00,14.59,0.70,-40.54,0.54,15.19,0.00,0.79,47.00,8.91,20,24.67,2.24,2784,10.20,15.7,0.00,0
21.445,-7.03,14.84,0.00,14.59,0.63,-40.40,0.54,15.20,0.00,0.79,47.00,8.86,20,24.86,2.24,2770,10.00,15.7,0.00,0
21.539,-6.25,14.84,0.00,14.59,0.57,-40.68,0.54,15.19,0.00,0.79,47.00,8.93,20,24.86,2.24,2789,9.79,15.7,0.00,0
21.633,-7.03,14.84,0.00,14.59,0.66,-40.68,0.54,15.20,0.00,0.79,47.00,9.45,20,24.96,2.24,2769,9.93,15.7,0.00,0
21.736,-7.03,14.84,0.00,14.59,0.78,-40.82,0.54,15.21,0.00,0.79,47.00,8.91,20,24.96,2.24,2786,10.07,15.7,0.00,0
21.830,-7.81,14.84,-0.12,14.47,0.72,-40.68,0.54,15.21,0.00,0.79,47.00,8.85,20,24.96,2.24,2766,10.27,15.7,0.00,0
21.930,-7.81,14.84,0.00,14.47,0.69,-40.82,0.54,15.20,0.00,0.79,47.00,8.94,20,24.77,2.24,2793,9.79,15.7,0.00,0
22.033,-7.81,14.84,0.00,14.59,0.70,-40.54,0.54,15.21,0.00,0.79,47.00,8.86,20,25.06,2.24,2769,10.20,15.7,0.00,0
22.128,-7.81,14.84,0.00,14.59,0.70,-40.40,0.54,15.22,0.00,0.79,47.00,8.92,20,25.06,2.26,2787,10.20,15.7,0.00,0
22.226,-7.03,14.84,0.00,14.59,0.61,-40.68,0.54,15.21,0.00,0.79,47.00,8.92,20,24.78,2.24,2786,9.93,15.7,0.00,0
22.317,-7.03,14.84,0.00,14.59,0.52,-40.75,0.54,15.22,0.00,0.79,47.00,8.86,20,24.97,2.24,2768,10.00,15.7,0.00,0
22.422,-6.25,14.84,0.00,14.59,0.58,-40.33,0.54,15.22,0.00,0.79,47.00,8.91,20,24.97,2.26,2784,10.07,15.7,0.00,0
22.522,-7.03,14.84,0.00,14.59,0.67,-40.61,0.54,15.23,0.00,0.79,47.00,8.82,20,24.78,2.24,2755,10.00,15.7,0.00,0
22.612,-7.03,14.84,0.00,14.59,0.61,-40.75,0.54,15.23,0.00,0.79,47.00,9.47,20,24.88,2.26,2775,9.79,15.7,0.00,0
22.715,-7.03,14.84,0.00,14.59,0.66,-40.82,0.54,15.22,0.00,0.79,47.00,9.42,20,25.16,2.24,2759,10.14,15.7,0.00,0
22.812,-6.25,14.84,0.00,14.59,0.72,-40.40,0.54,15.24,0.00,0.79,47.00,8.90,20,24.88,2.26,2782,10.00,15.7,0.00,0
22.912,-7.03,14.84,0.00,14.59,0.73,-40.54,0.54,15.24,0.00,0.79,47.00,8.82,20,24.79,2.24,2757,9.79,15.7,0.00,0
23.003,-7.03,14.84,0.00,14.59,0.70,-40.61,0.54,15.25,0.00,0.79,47.00,8.88,20,24.79,2.24,2776,9.93,15.7,0.00,0
23.101,-7.03,14.84,0.00,14.59,0.69,-40.75,0.54,15.25,0.00,0.79,47.00,8.84,20,24.69,2.24,2764,10.00,15.7,0.00,0
23.206,-6.25,14.84,0.00,14.59,0.67,-40.54,0.54,15.26,0.00,0.79,47.00,8.90,20,24.98,2.26,2780,10.14,15.7,0.00,0
23.304,-6.25,14.84,0.00,14.70,0.64,-40.75,0.54,15.25,0.00,0.79,47.00,9.41,20,25.07,2.26,2757,9.93,15.7,0.00,0
23.401,-7.03,14.84,0.00,14.47,0.57,-40.68,0.54,15.26,0.00,0.79,47.00,8.90,20,24.98,2.24,2782,9.79,15.7,0.00,0
23.503,-7.03,14.84,0.00,14.59,0.73,-40.82,0.54,15.26,0.00,0.79,47.00,8.82,20,25.08,2.26,2757,10.07,15.7,0.00,0
23.599,-7.03,14.84,0.00,14.59,0.72,-40.40,0.54,15.26,0.00,0.79,47.00,8.89,20,25.17,2.26,2778,10.20,15.7,0.00,0
23.697,-7.03,14.84,0.00,14.59,0.69,-40.61,0.54,15.26,0.00,0.79,47.00,8.83,20,24.89,2.26,2759,9.86,15.7,0.00,0
23.793,-7.03,14.84,0.00,14.47,0.69,-40.68,0.54,15.27,0.00,0.79,47.00,8.88,20,24.99,2.24,2775,10.00,15.7,0.00,0
23.886,-7.03,14.84,0.00,14.59,0.73,-40.68,0.54,15.28,0.00,0.79,47.00,8.83,20,24.80,2.24,2759,9.93,15.7,0.00,0
23.986,-6.25,14.84,0.00,14.70,0.59,-40.40,0.54,15.28,0.00,0.79,47.00,9.48,20,24.81,2.24,2778,10.00,15.7,0.00,0
24.086,-6.25,14.84,0.00,14.70,0.53,-40.61,0.54,15.30,0.00,0.79,47.00,8.81,20,24.81,2.26,2754,10.00,15.7,0.00,0
24.185,-6.25,14.84,0.00,14.59,0.46,-40.75,0.54,15.29,0.00,0.79,47.00,8.87,20,24.81,2.24,2772,10.00,15.7,0.00,0
24.285,-6.25,14.84,0.00,14.59,0.57,-40.33,0.54,15.31,0.00,0.79,47.00,8.80,20,24.81,2.24,2751,10.07,15.7,0.00,0
24.382,0.00,14.84,0.00,14.70,0.59,-40.33,0.54,15.31,0.00,0.79,47.00,9.46,20,25.00,2.26,2770,9.65,15.7,0.00,0
24.473,-2.34,14.84,-0.12,14.24,0.69,-40.40,0.54,15.31,0.00,0.79,47.00,9.39,20,24.65,2.24,2750,10.00,15.7,0.00,0
24.578,-3.91,14.84,-0.12,14.01,0.84,-40.82,0.54,15.00,0.00,0.79,47.00,9.47,20,24.55,2.24,2774,9.86,15.7,0.00,0
24.673,-5.47,14.84,-0.12,14.13,0.84,-40.33,0.54,14.77,0.00,0.79,47.00,9.47,20,24.65,2.24,2773,10.14,15.7,0.00,0
24.772,-7.03,14.84,-0.12,14.13,0.83,-40.40,0.54,14.68,0.00,0.79,47.00,9.39,20,24.74,2.26,2750,9.79,15.7,0.00,0
24.880,-8.59,14.84,-0.12,14.13,0.81,-40.75,0.54,14.64,0.00,0.79,47.00,9.44,20,24.55,2.24,2767,10.00,15.7,0.00,0
24.970,-9.38,14.84,-0.12,14.24,0.82,-40.61,0.54,14.61,0.00,0.79,47.00,9.38,20,24.74,2.24,2749,10.20,15.7,0.00,0
25.066,-9.38,14.84,-0.12,14.36,0.82,-40.68,0.54,14.61,0.00,0.79,47.00,8.87,20,24.55,2.24,2773,10.07,15.7,0.00,0
25.165,-10.16,14.84,-0.12,14.47,0.78,-40.54,0.54,14.61,0.00,0.79,47.00,9.38,20,24.65,2.26,2748,10.14,15.7,0.00,0
25.257,-10.94,14.84,-0.12,14.47,0.73,-40.61,0.54,14.61,0.00,0.79,47.00,8.86,20,24.83,2.24,2768,10.00,15.7,0.00,0
25.363,-10.94,14.84,0.00,14.47,0.71,-40.75,0.54,14.61,0.00,0.79,47.00,8.79,20,24.65,2.24,2746,9.86,15.7,0.00,0
25.456,-10.94,14.84,0.00,14.59,0.69,-40.54,0.54,14.61,0.00,0.79,47.00,8.85,20,24.74,2.26,2766,9.86,15.7,0.00,0
25.555,-10.16,14.84,0.00,14.70,0.62,-40.54,0.54,14.61,0.00,0.79,47.00,9.38,20,24.74,2.24,2747,9.93,15.7,0.00,0
25.655,-10.16,14.84,0.00,14.59,0.56,-40.61,0.54,14.61,0.00,0.79,47.00,9.44,20,24.55,2.24,2766,10.20,15.7,0.00,0
25.747,-10.16,14.84,0.00,14.59,0.58,-40.68,0.54,14.61,0.00,0.79,47.00,8.79,20,24.65,2.24,2748,10.20,15.7,0.00,0
25.847,-9.38,14.84,0.00,14.59,0.67,-40.33,0.54,14.61,0.00,0.79,47.00,8.86,20,24.74,2.24,2767,10.14,15.7,0.00,0
25.943,-9.38,14.84,0.00,14.59,0.64,-40.33,0.54,14.61,0.00,0.79,47.00,9.36,20,24.65,2.24,2742,9.93,15.7,0.00,0
26.040,-10.16,14.84,0.00,14.59,0.67,-40.68,0.54,14.61,0.00,0.79,47.00,9.43,20,24.55,2.24,2763,10.07,15.7,0.00,0
26.146,-10.16,14.84,0.00,14.47,0.67,-40.40,0.54,14.61,0.00,0.79,47.00,8.77,20,24.55,2.24,2741,9.93,15.7,0.00,0
26.240,-10.16,14.84,0.00,14.59,0.74,-40.33,0.54,14.61,0.00,0.79,47.00,8.84,20,24.83,2.26,2762,9.86,15.7,0.00,0
26.335,-9.38,14.84,0.00,14.70,0.68,-40.33,0.54,14.61,0.00,0.79,47.00,9.35,20,24.74,2.24,2740,10.14,15.7,0.00,0
26.433,-9.38,14.84,0.00,14.70,0.55,-40.54,0.54,14.61,0.00,0.79,47.00,9.42,20,24.36,2.24,2761,9.79,15.7,0.00,0
26.538,-9.38,14.84,0.00,14.59,0.60,-40.61,0.54,14.61,0.00,0.79,47.00,8.77,20,24.55,2.24,2742,9.86,15.7,0.00,0
26.630,-9.38,14.84,0.00,14.59,0.72,-40.61,0.54,14.61,0.00,0.79,47.00,8.84,20,24.46,2.24,2764,10.00,15.7,0.00,0
26.737,-9.38,14.84,0.00,14.59,0.65,-40.40,0.54,14.61,0.00,0.79,47.00,9.35,20,24.55,2.24,2739,10.20,15.7,0.00,0
26.830,-9.38,14.84,0.00,14.59,0.63,-40.61,0.54,14.61,0.00,0.79,47.00,9.42,20,24.65,2.24,2761,9.86,15.7,0.00,0
26.926,-9.38,14.84,0.00,14.59,0.63,-40.40,0.54,14.61,0.00,0.79,47.00,9.33,20,24.36,2.24,2734,9.86,15.7,0.00,0
27.028,-9.38,14.84,0.00,14.59,0.71,-40.54,0.54,14.61,0.00,0.79,47.00,8.82,20,24.74,2.24,2755,9.79,15.7,0.00,0
27.125,-9.38,14.84,0.00,14.59,0.71,-40.54,0.54,14.61,0.00,0.79,47.00,9.42,20,24.93,2.24,2759,10.07,15.7,0.00,0
27.219,-10.16,14.84,0.00,14.59,0.61,-40.68,0.54,14.61,0.00,0.79,47.00,9.34,20,24.65,2.26,2736,9.79,15.7,0.00,0
27.319,-10.16,14.84,0.00,14.47,0.69,-40.40,0.54,14.61,0.00,0.79,47.00,8.81,20,24.55,2.24,2752,10.00,15.7,0.00,0
27.419,-10.16,14.84,0.00,14.59,0.73,-40.61,0.54,14.61,0.00,0.79,47.00,8.78,20,24.65,2.24,2742,10.00,15.7,0.00,0
27.518,-10.16,14.84,0.00,14.59,0.70,-40.40,0.54,14.61,0.00,0.79,47.00,8.83,20,24.55,2.24,2759,9.93,15.7,0.00,0
27.617,-10.94,14.84,0.00,14.59,0.64,-40.54,0.54,14.61,0.00,0.79,47.00,8.74,20,24.74,2.24,2730,9.93,15.7,0.00,0
27.717,-10.94,14.84,0.00,14.59,0.57,-40.54,0.54,14.61,0.00,0.79,47.00,8.82,20,24.36,2.24,2755,10.00,15.7,0.00,0
27.804,-10.16,14.84,0.00,14.59,0.68,-40.40,0.54,14.61,0.00,0.79,47.00,8.76,20,24.55,2.24,2738,10.07,15.7,0.00,0
27.910,-10.16,14.84,0.00,14.70,0.67,-40.20,0.54,14.61,0.00,0.79,47.00,9.40,20,24.65,2.24,2754,9.86,15.7,0.00,0
28.000,-9.38,14.84,0.00,14.59,0.57,-40.40,0.54,14.61,0.00,0.79,47.00,9.32,20,24.65,2.24,2731,9.79,15.7,0.00,0
28.105,-10.16,14.84,0.00,14.47,0.67,-40.40,0.54,14.61,0.00,0.79,47.00,8.81,20,24.65,2.24,2753,9.86,15.7,0.00,0
28.206,-10.16,14.84,0.00,14.59,0.70,-40.61,0.54,14.61,0.00,0.79,47.00,8.76,20,24.65,2.24,2736,9.86,15.7,0.00,0
28.301,-10.16,14.84,0.00,14.59,0.68,-40.40,0.54,14.61,0.00,0.79,47.00,8.81,20,24.46,2.24,2752,10.00,15.7,0.00,0
28.397,-9.38,14.84,0.00,14.59,0.58,-40.33,0.54,14.61,0.00,0.79,47.00,9.32,20,24.55,2.24,2731,9.86,15.7,0.00,0
28.492,-10.16,14.84,0.00,14.59,0.56,-40.40,0.54,14.61,0.00,0.79,47.00,9.38,20,24.36,2.24,2748,9.79,15.7,0.00,0
28.588,-9.38,14.84,0.00,14.59,0.64,-40.54,0.54,14.61,0.00,0.79,47.00,8.74,20,24.55,2.24,2731,9.65,15.7,0.00,0
28.695,-9.38,14.84,0.00,14.59,0.65,-40.27,0.54,14.61,0.00,0.79,47.00,9.38,20,25.02,2.28,2748,9.72,17.3,0.00,0
28.791,-9.38,14.84,0.00,14.59,0.53,-34.68,0.56,14.60,0.00,0.79,46.50,9.89,20,28.24,2.34,2726,18.20,18.0,0.00,0
28.883,-3.91,14.84,0.12,15.16,0.36,-32.34,0.60,14.49,0.00,0.79,46.00,10.54,20,28.77,2.34,2744,15.65,18.0,0.00,0
28.986,-5.47,14.84,0.00,14.93,0.15,-31.30,0.62,14.46,0.00,0.79,46.00,10.48,20,28.56,2.34,2730,14.69,18.0,0.00,0
29.082,-5.47,14.84,-0.12,14.47,0.21,-30.96,0.63,14.46,0.00,0.79,46.00,10.57,20,28.78,2.34,2753,13.79,18.0,0.00,0
29.184,-6.25,14.84,-0.12,14.36,0.57,-30.47,0.63,14.46,0.00,0.79,45.50,10.48,20,28.67,2.34,2730,13.58,18.0,0.00,0
29.278,-7.81,14.84,-0.12,14.24,0.78,-30.82,0.63,14.47,0.00,0.79,45.50,10.56,20,28.88,2.34,2750,13.17,18.0,0.00,0
29.382,-7.03,14.84,0.00,14.47,0.80,-30.61,0.63,14.48,0.00,0.79,45.50,10.56,20,28.88,2.34,2749,13.31,18.0,0.00,0
29.477,-7.03,14.84,0.00,14.47,0.79,-30.13,0.63,14.48,0.00,0.79,45.50,10.53,20,29.00,2.34,2743,13.03,18.0,0.00,0
29.577,-7.03,14.84,0.00,14.59,0.71,-29.85,0.63,14.49,0.00,0.79,45.50,10.59,20,29.11,2.36,2758,12.69,18.0,0.00,0
29.667,-7.81,14.84,-0.12,14.47,0.69,-30.06,0.64,14.49,0.00,0.79,45.50,10.48,20,29.11,2.36,2730,12.41,18.0,0.00,0
29.769,-7.81,14.84,0.00,14.47,0.79,-29.85,0.64,14.49,0.00,0.79,45.50,10.59,20,29.22,2.34,2758,12.55,18.0,0.00,0
29.868,-7.81,14.84,0.00,14.47,0.77,-29.37,0.64,14.50,0.00,0.79,45.50,10.52,20,29.56,2.36,2739,12.13,18.0,0.00,0
29.960,-7.03,14.84,0.00,14.59,0.67,-29.30,0.64,14.50,0.00,0.79,45.50,11.20,20,29.56,2.36,2764,12.41,18.0,0.00,0
30.058,-7.81,14.84,0.00,14.47,0.65,-29.85,0.64,14.53,0.00,0.79,45.50,10.53,20,29.11,2.36,2742,12.13,17.6,0.00,0
30.157,-8.59,14.84,-0.12,14.36,0.79,-29.79,0.64,14.53,0.00,0.79,45.50,10.60,20,29.11,2.36,2760,11.86,17.6,0.00,0
30.260,-7.03,14.84,0.00,14.59,0.79,-29.65,0.64,14.53,0.00,0.79,45.50,10.54,20,29.33,2.34,2744,11.17,17.6,0.00,0
30.355,-8.59,14.84,-0.12,14.59,0.66,-29.65,0.64,14.53,0.00,0.79,45.50,10.64,20,29.11,2.36,2770,11.51,17.6,0.00,0
30.462,-7.81,14.84,0.00,14.47,0.74,-29.99,0.64,14.53,0.00,0.79,45.50,10.55,20,29.44,2.36,2746,11.58,17.6,0.00,0
30.556,-7.81,14.84,0.00,14.47,0.69,-29.99,0.64,14.53,0.00,0.79,45.50,10.64,20,29.33,2.34,2770,10.82,17.3,0.00,0
30.646,-8.59,14.84,-0.12,14.36,0.77,-30.96,0.63,14.53,0.00,0.79,46.00,10.55,20,28.46,2.34,2748,8.41,17.3,0.00,0
30.749,-10.16,14.84,-0.12,14.24,0.79,-31.30,0.62,14.54,0.00,0.79,46.00,10.61,20,28.46,2.34,2764,9.86,17.3,0.00,0
30.845,-8.59,14.84,0.00,14.59,0.73,-31.65,0.62,14.54,0.00,0.79,46.00,10.57,20,28.46,2.32,2752,10.62,16.9,0.00,0
30.948,-10.16,14.84,0.00,14.47,0.65,-32.96,0.62,14.55,0.00,0.79,46.00,10.06,20,27.82,2.32,2775,8.76,16.9,0.00,0
31.047,-10.16,14.84,-0.12,14.47,0.79,-33.09,0.61,14.55,0.00,0.79,46.00,9.99,20,27.61,2.32,2755,9.03,16.9,0.00,0
31.147,-10.16,14.84,0.00,14.47,0.75,-33.58,0.60,14.57,0.00,0.79,46.00,10.05,20,27.51,2.30,2771,9.72,16.5,0.00,0
31.247,-10.16,14.84,0.00,14.59,0.72,-34.47,0.59,14.57,0.00,0.79,46.50,9.99,20,26.98,2.30,2753,8.76,16.5,0.00,0
31.340,-9.38,14.84,0.00,14.59,0.69,-34.75,0.59,14.58,0.00,0.79,46.50,9.97,20,27.19,2.30,2750,9.51,16.5,0.00,0
31.438,-8.59,14.84,0.00,14.70,0.62,-34.75,0.59,14.58,0.00,0.79,46.50,10.06,20,26.77,2.30,2774,9.17,16.5,0.00,0
31.536,-8.59,14.84,0.00,14.59,0.64,-35.51,0.58,14.59,0.00,0.79,46.50,9.97,20,26.67,2.30,2748,8.69,16.5,0.00,0
31.635,-9.38,14.84,0.00,14.59,0.57,-35.99,0.58,14.59,0.00,0.79,46.50,10.06,20,26.77,2.30,2774,8.96,16.5,0.00,0
31.730,-9.38,14.84,0.00,14.47,0.71,-35.99,0.58,14.59,0.00,0.79,46.50,10.01,20,26.67,2.30,2760,9.17,16.5,0.00,0
31.830,-9.38,14.84,0.00,14.59,0.76,-35.71,0.58,14.59,0.00,0.79,46.50,10.07,20,26.77,2.30,2776,9.51,16.5,0.00,0
31.923,-9.38,14.84,0.00,14.59,0.67,-36.34,0.58,14.58,0.00,0.79,46.50,9.99,20,26.56,2.30,2753,9.72,16.1,0.00,0
32.020,-10.16,14.84,0.00,14.47,0.69,-36.40,0.58,14.58,0.00,0.79,46.50,9.47,20,26.24,2.30,2773,8.83,16.1,0.00,0
32.121,-9.38,14.84,0.00,14.59,0.70,-36.89,0.57,14.58,0.00,0.79,46.50,9.40,20,26.14,2.28,2755,9.31,16.1,0.00,0
32.219,-9.38,14.84,0.00,14.59,0.72,-36.82,0.57,14.58,0.00,0.79,46.50,9.48,20,26.14,2.28,2777,9.38,16.1,0.00,0
32.315,-9.38,14.84,0.00,14.59,0.66,-36.61,0.57,14.58,0.00,0.79,46.50,9.41,20,26.14,2.28,2757,9.45,16.1,0.00,0
32.416,-9.38,14.84,0.00,14.59,0.65,-36.75,0.57,14.58,0.00,0.79,46.50,9.49,20,26.56,2.28,2780,9.51,16.1,0.00,0
32.529,-9.38,14.84,0.00,14.59,0.62,-37.09,0.57,14.58,0.00,0.79,46.50,9.42,20,26.35,2.28,2760,10.34,16.1,0.00,0
32.606,-9.38,14.84,0.00,14.59,0.73,-36.82,0.57,14.58,0.00,0.79,46.50,9.49,20,26.14,2.28,2779,10.34,16.5,0.00,0
32.710,-9.38,14.84,0.00,14.59,0.66,-36.82,0.57,14.59,0.00,0.79,46.50,9.41,20,26.24,2.28,2758,10.34,16.1,0.00,0
32.809,-9.38,14.84,0.00,14.59,0.55,-37.02,0.57,14.58,0.00,0.79,46.50,9.49,20,26.14,2.28,2780,10.20,16.5,0.00,0
