Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AF Sens 3 Volts (V),Calculated Load (g/rev),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF (g/s),MAF Volts (V),RPM (RPM),TD Boost Error (psi),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.6.0-27787][2005 USDM Impreza WRX STI][Reflash: Stage0 v400.ptm - Realtime: Stage0 v400.ptm]"
121.323,3.12,0.00,-0.12,14.36,0.77,0.68,0.750,0.00,0.00,44.50,9.08,69.8,28.00,2.32,2502,0.64,15.3,16.47,0
121.418,3.91,0.00,0.00,14.47,0.74,0.68,0.750,0.00,0.00,44.50,9.06,69.8,28.32,2.32,2498,0.66,15.3,16.47,0
121.512,3.91,0.00,0.00,14.47,0.63,0.68,0.750,0.00,0.00,44.50,8.99,69.8,28.32,2.32,2480,0.65,15.3,16.47,0
121.599,3.12,0.00,-0.12,14.36,0.70,0.68,0.750,0.00,0.00,44.00,8.99,69.8,28.42,2.30,2478,0.73,15.3,16.47,0
121.698,3.12,0.00,-0.12,14.24,0.78,0.68,0.750,0.00,0.00,44.00,8.99,69.8,28.32,2.32,2478,0.65,15.7,16.47,0
121.779,3.12,0.00,-0.12,14.36,0.72,0.68,0.750,0.00,0.00,44.00,9.05,69.8,28.32,2.32,2495,0.68,15.7,16.47,0
121.878,3.12,0.00,-0.12,14.36,0.64,0.68,0.750,0.00,0.00,44.00,9.07,69.8,28.12,2.32,2501,0.74,15.7,16.47,0
121.968,2.34,0.00,-0.12,14.36,0.61,0.68,0.750,0.00,0.00,44.50,8.98,69.8,28.32,2.32,2475,0.79,15.3,16.47,0
122.056,3.12,0.00,-0.12,14.47,0.67,0.68,0.750,0.00,0.00,44.50,8.97,69.8,28.21,2.32,2474,0.74,15.3,16.47,0
122.159,3.91,0.00,0.00,14.47,0.63,0.68,0.750,0.00,0.00,44.50,8.97,69.8,28.21,2.32,2473,0.79,15.3,16.47,0
122.247,3.91,0.00,-0.12,14.47,0.52,0.68,0.750,0.00,0.00,44.50,9.06,69.8,28.21,2.32,2497,0.69,15.3,16.47,0
122.335,3.12,0.00,-0.12,14.36,0.70,0.68,0.750,0.00,0.00,44.50,9.05,69.8,28.11,2.32,2496,0.71,15.3,16.47,0
122.433,3.91,0.00,-0.12,14.47,0.74,0.68,0.750,0.00,0.00,44.50,9.06,69.8,28.21,2.32,2498,0.75,15.3,16.47,0
122.517,3.91,0.00,0.00,14.47,0.74,0.68,0.750,0.00,0.00,44.50,9.01,69.8,28.32,2.32,2484,0.72,15.3,16.47,0
122.610,3.91,0.00,-0.12,14.47,0.70,0.68,0.750,0.00,0.00,44.00,9.01,69.8,28.21,2.32,2483,0.77,15.3,16.47,0
122.703,3.12,0.00,-0.12,14.36,0.65,0.68,0.750,0.00,0.00,44.50,9.02,69.8,27.99,2.30,2488,0.71,15.3,16.47,0
122.800,3.12,0.00,-0.12,14.24,0.66,0.68,0.750,0.00,0.00,44.50,9.04,69.8,28.00,2.32,2493,0.75,15.3,16.47,0
122.892,3.12,0.00,-0.12,14.24,0.64,0.68,0.750,0.00,0.00,44.50,9.05,69.8,28.32,2.30,2494,0.73,15.3,16.47,0
122.976,3.12,0.00,-0.12,14.36,0.62,0.68,0.750,0.00,0.00,44.50,8.96,69.8,28.22,2.32,2472,0.77,15.3,16.47,0
123.076,2.34,0.00,-0.12,14.36,0.61,0.68,0.750,0.00,0.00,44.50,8.97,69.8,28.00,2.30,2474,0.68,15.3,16.47,0
123.170,3.12,0.00,-0.12,14.36,0.73,0.68,0.750,0.00,0.00,44.50,8.99,69.8,28.01,2.30,2478,0.74,15.3,16.47,0
123.251,3.12,0.00,-0.12,14.47,0.69,0.68,0.750,0.00,0.00,44.50,9.08,69.8,28.11,2.30,2502,0.67,15.3,16.47,0
123.352,3.91,0.00,0.00,14.47,0.53,0.68,0.750,0.00,0.00,44.50,9.07,69.8,28.01,2.32,2501,0.75,15.3,16.47,0
123.450,3.91,0.00,0.00,14.47,0.42,0.68,0.750,0.00,0.00,44.50,9.01,69.8,28.42,2.32,2486,0.70,15.3,16.47,0
123.540,3.91,0.00,-0.12,14.47,0.35,0.68,0.750,0.00,0.00,44.50,8.99,69.8,28.11,2.32,2480,0.72,15.3,16.47,0
123.624,3.91,0.00,-0.12,14.36,0.35,0.68,0.750,0.00,0.00,44.50,9.00,69.8,28.31,2.32,2480,0.70,15.3,16.47,0
123.711,3.12,0.00,-0.12,14.36,0.69,0.68,0.750,0.00,0.00,44.00,9.08,69.8,28.42,2.32,2503,0.73,15.3,16.47,0
123.804,3.12,0.00,-0.12,14.24,0.73,0.68,0.750,0.00,0.00,44.00,9.06,69.8,28.42,2.32,2499,0.68,15.3,16.47,0
123.895,3.12,0.00,-0.12,14.36,0.73,0.68,0.750,0.00,0.00,44.00,9.05,69.8,28.53,2.32,2496,0.68,15.3,16.47,0
123.988,2.34,0.00,-0.12,14.24,0.70,0.68,0.750,0.00,0.00,44.50,8.98,69.8,28.11,2.30,2477,0.64,15.3,16.47,0
124.094,2.34,0.00,-0.12,14.36,0.74,0.68,0.750,0.00,0.00,44.50,9.01,69.8,28.42,2.32,2483,0.66,15.3,16.47,0
124.171,3.12,0.00,-0.12,14.47,0.72,0.68,0.750,0.00,0.00,44.00,9.01,69.8,28.21,2.32,2485,0.71,15.3,16.47,0
124.270,2.34,0.00,-0.12,14.47,0.66,0.68,0.750,0.00,0.00,44.50,9.09,69.8,28.10,2.32,2506,0.69,15.3,16.47,0
124.362,2.34,0.00,-0.12,14.47,0.64,0.68,0.750,0.00,0.00,44.50,9.08,69.8,28.42,2.32,2504,0.64,15.3,16.47,0
124.447,3.12,0.00,0.00,14.47,0.73,0.68,0.750,0.00,0.00,44.50,9.06,69.8,28.00,2.30,2498,0.67,15.3,16.47,0
124.546,3.91,0.00,0.00,14.47,0.57,0.68,0.750,0.00,0.00,44.50,9.00,69.8,28.21,2.32,2482,0.73,15.3,16.47,0
124.640,3.91,0.00,-0.12,14.36,0.52,0.68,0.750,0.00,0.00,44.50,9.05,69.8,28.00,2.32,2494,0.68,15.3,16.47,0
124.724,3.91,0.00,-0.12,14.47,0.57,0.68,0.750,0.00,0.00,44.50,9.09,69.8,28.63,2.32,2506,0.70,15.3,16.47,0
124.819,3.12,0.00,-0.12,14.36,0.50,0.68,0.750,0.00,0.00,44.00,9.06,69.8,28.21,2.32,2497,0.69,15.3,16.47,0
124.922,3.91,0.00,-0.12,14.36,0.69,0.68,0.750,0.00,0.00,44.00,9.07,69.8,28.21,2.32,2502,0.75,15.3,16.47,0
125.015,3.12,0.00,-0.12,14.36,0.70,0.68,0.750,0.00,0.00,44.50,9.02,69.8,28.43,2.32,2487,0.69,15.3,16.47,0
125.091,2.34,0.00,-0.12,14.36,0.70,0.68,0.750,0.00,0.00,44.50,9.01,69.8,28.42,2.30,2483,0.70,15.3,16.47,0
125.190,2.34,0.00,-0.12,14.36,0.73,0.68,0.750,0.00,0.00,44.50,8.99,69.8,28.42,2.32,2480,0.67,15.3,16.47,0
125.278,2.34,0.00,-0.12,14.36,0.76,0.68,0.750,0.00,0.00,44.50,9.10,69.8,28.10,2.32,2509,0.73,15.3,16.47,0
125.366,2.34,0.00,-0.12,14.47,0.76,0.68,0.750,0.00,0.00,44.50,9.11,69.8,28.43,2.32,2512,0.65,15.3,16.47,0
125.467,3.12,0.00,-0.12,14.47,0.73,0.68,0.750,0.00,0.00,44.50,9.09,69.8,28.31,2.32,2508,0.75,15.3,16.47,0
125.554,3.12,0.00,0.00,14.47,0.72,0.68,0.750,0.00,0.00,44.50,9.00,69.8,28.21,2.32,2482,0.68,15.3,16.47,0
125.652,3.12,0.00,-0.12,14.47,0.58,0.68,0.750,0.00,0.00,44.50,9.02,69.8,28.32,2.30,2487,0.75,15.3,16.47,0
125.739,2.34,0.00,-0.12,14.36,0.73,0.68,0.750,0.00,0.00,44.50,9.03,69.8,28.43,2.32,2491,0.70,15.3,16.47,0
125.834,2.34,0.00,-0.12,14.36,0.64,0.68,0.750,0.00,0.00,44.50,8.58,69.8,27.90,2.32,2513,0.75,15.3,16.47,0
125.920,3.12,0.00,-0.12,14.36,0.55,0.67,0.750,0.00,0.00,44.50,9.10,69.8,28.22,2.32,2509,0.72,15.3,16.47,0
126.016,3.12,0.00,-0.12,14.47,0.43,0.68,0.750,0.00,0.00,44.50,9.08,69.8,28.00,2.32,2504,0.70,15.3,16.47,0
126.103,3.12,0.00,-0.12,14.47,0.36,0.67,0.750,0.00,0.00,44.50,9.01,69.8,28.11,2.30,2485,0.71,15.3,16.47,0
126.196,3.12,0.00,-0.12,14.36,0.44,0.67,0.750,0.00,0.00,44.50,9.03,69.8,28.21,2.32,2490,0.71,15.3,16.47,0
126.298,3.91,0.00,-0.12,14.47,0.63,0.68,0.750,0.00,0.00,44.50,9.03,69.8,28.00,2.30,2490,0.70,15.3,16.47,0
126.384,3.91,0.00,-0.12,14.47,0.71,0.67,0.750,0.00,0.00,44.50,9.12,69.8,28.11,2.32,2514,0.73,15.3,16.47,0
126.474,3.12,0.00,-0.12,14.47,0.77,0.68,0.750,0.00,0.00,44.50,9.12,69.8,28.11,2.32,2516,0.70,15.3,16.47,0
126.570,3.91,0.00,-0.12,14.47,0.77,0.68,0.750,0.00,0.00,44.50,9.13,69.8,28.21,2.32,2518,0.70,15.3,16.47,0
126.660,3.91,0.00,-0.12,14.47,0.76,0.68,0.750,0.00,0.00,44.50,9.05,69.8,28.11,2.32,2496,0.67,15.3,16.47,0
126.753,3.91,0.00,-0.12,14.36,0.78,0.68,0.750,0.00,0.00,44.50,9.05,69.8,27.90,2.32,2494,0.71,15.3,16.47,0
126.848,3.12,0.00,-0.12,14.36,0.74,0.67,0.750,0.00,0.00,44.50,8.54,69.8,28.00,2.32,2501,0.75,15.3,16.47,0
126.930,3.12,0.00,-0.12,14.36,0.74,0.67,0.750,0.00,0.00,44.50,9.11,69.8,28.11,2.30,2511,0.72,15.3,16.47,0
127.025,3.12,0.00,-0.12,14.47,0.56,0.67,0.750,0.00,0.00,44.50,9.10,69.8,27.90,2.32,2508,0.74,15.3,16.47,0
127.121,3.12,0.00,-0.12,14.36,0.54,0.67,0.750,0.00,0.00,44.50,9.12,69.8,28.11,2.32,2514,0.71,15.3,16.47,0
127.213,3.12,0.00,-0.12,14.47,0.64,0.67,0.750,0.00,0.00,44.50,9.03,69.8,28.42,2.32,2490,0.77,15.3,16.47,0
127.298,3.91,0.00,0.00,14.47,0.60,0.67,0.750,0.00,0.00,44.50,9.02,69.8,28.54,2.32,2487,0.71,15.3,16.47,0
127.399,3.91,0.00,-0.12,14.47,0.48,0.67,0.750,0.00,0.00,44.50,9.05,69.8,28.00,2.32,2494,0.74,15.3,16.47,0
127.489,3.12,0.00,-0.12,14.36,0.50,0.67,0.750,0.00,0.00,44.50,9.05,69.8,28.32,2.32,2494,0.69,15.3,16.47,0
127.583,3.12,0.00,-0.12,14.36,0.75,0.68,0.750,0.00,0.00,44.50,9.11,69.8,28.33,2.32,2512,0.75,15.3,16.47,0
127.670,3.12,0.00,-0.12,14.36,0.79,0.68,0.750,0.00,0.00,44.50,9.12,69.8,28.22,2.32,2516,0.70,15.7,16.47,0
127.758,3.12,0.00,-0.12,14.36,0.79,0.68,0.750,0.00,0.00,44.50,9.13,69.8,28.43,2.32,2518,0.76,15.3,16.47,0
127.857,3.12,0.00,-0.12,14.36,0.78,0.68,0.750,0.00,0.00,44.50,9.05,69.8,28.32,2.32,2495,0.72,15.3,16.47,0
127.942,3.12,0.00,-0.12,14.36,0.68,0.68,0.750,0.00,0.00,44.50,9.05,69.8,28.01,2.30,2496,0.74,15.3,16.47,0
128.037,3.12,0.00,-0.12,14.36,0.74,0.68,0.750,0.00,0.00,44.50,9.07,69.8,28.00,2.32,2500,0.67,15.3,16.47,0
128.130,3.12,0.00,-0.12,14.36,0.68,0.67,0.750,0.00,0.00,44.50,9.09,69.8,28.00,2.32,2508,0.75,15.3,16.47,0
128.220,3.12,0.00,-0.12,14.47,0.53,0.67,0.750,0.00,0.00,44.50,9.10,69.8,28.43,2.32,2508,0.68,15.3,16.47,0
128.321,2.34,0.00,-0.12,14.36,0.48,0.68,0.750,0.00,0.00,44.50,9.11,69.8,28.32,2.30,2512,0.72,15.3,16.47,0
128.409,3.12,0.00,-0.12,14.36,0.65,0.67,0.750,0.00,0.00,44.50,9.04,69.8,28.11,2.30,2493,0.84,15.3,16.47,0
128.504,3.12,0.00,-0.12,14.47,0.60,0.67,0.750,0.00,0.00,44.50,9.03,69.8,28.00,2.32,2489,0.73,15.3,16.47,0
128.586,3.12,0.00,-0.12,14.36,0.59,0.67,0.750,0.00,0.00,44.50,9.03,69.8,28.21,2.32,2491,0.69,15.3,16.47,0
128.685,3.91,0.00,-0.12,14.47,0.68,0.67,0.750,0.00,0.00,44.50,9.09,69.8,28.53,2.32,2507,0.68,15.3,16.47,0
128.783,3.12,0.00,-0.12,14.47,0.58,0.68,0.750,0.00,0.00,44.50,9.11,69.8,28.43,2.32,2512,0.69,15.3,16.47,0
128.869,3.12,0.00,-0.12,14.36,0.74,0.68,0.750,0.00,0.00,44.50,9.11,69.8,28.00,2.30,2511,0.72,15.3,16.47,0
128.956,3.12,0.00,-0.12,14.36,0.76,0.67,0.750,0.00,0.00,44.50,9.03,69.8,28.00,2.32,2490,0.75,15.3,16.47,0
129.046,3.12,0.00,-0.12,14.47,0.63,0.68,0.750,0.00,0.00,44.50,9.03,69.8,28.21,2.32,2489,0.72,15.3,16.47,0
129.138,3.12,0.00,-0.12,14.36,0.52,0.68,0.750,0.00,0.00,44.50,9.03,69.8,28.32,2.32,2490,0.79,15.3,16.47,0
129.230,3.12,0.00,-0.12,14.36,0.52,0.68,0.750,0.00,0.00,44.00,9.09,69.8,28.31,2.32,2507,0.72,15.3,16.47,0
129.322,3.12,0.00,-0.12,14.24,0.58,0.68,0.750,0.00,0.00,44.50,9.07,69.8,28.21,2.30,2501,0.73,15.3,16.47,0
129.423,3.12,0.00,-0.12,14.47,0.68,0.68,0.750,0.00,0.00,44.50,9.05,69.8,28.32,2.32,2495,0.64,15.3,16.47,0
129.517,3.91,0.00,-0.12,14.47,0.58,0.68,0.750,0.00,0.00,44.00,8.99,69.8,28.32,2.32,2478,0.73,15.3,16.47,0
129.604,2.34,0.00,-0.12,14.36,0.66,0.68,0.750,0.00,0.00,44.00,9.00,69.8,28.31,2.32,2480,0.68,15.3,16.47,0
129.701,2.34,0.00,-0.12,14.36,0.76,0.68,0.750,0.00,0.00,44.00,9.06,69.8,28.00,2.32,2498,0.71,15.3,16.47,0
129.789,2.34,0.00,-0.12,14.36,0.78,0.68,0.750,0.00,0.00,44.00,9.05,69.8,28.42,2.32,2496,0.62,15.3,16.47,0
129.883,2.34,0.00,-0.12,14.47,0.76,0.68,0.750,0.00,0.00,44.00,9.08,69.8,28.21,2.32,2503,0.72,15.3,16.47,0
129.973,2.34,0.00,-0.12,14.36,0.74,0.68,0.750,0.00,0.00,44.00,9.00,69.8,28.42,2.32,2482,0.63,15.3,16.47,0
130.058,3.12,0.00,-0.12,14.47,0.64,0.68,0.750,0.00,0.00,44.50,8.47,69.8,27.89,2.32,2482,0.71,15.3,16.47,0
130.157,2.34,0.00,-0.12,14.47,0.47,0.68,0.750,0.00,0.00,44.50,8.99,69.8,28.00,2.32,2480,0.63,15.3,16.47,0
130.249,3.91,0.00,0.00,14.47,0.38,0.68,0.750,0.00,0.00,44.50,9.06,69.8,28.11,2.30,2497,0.75,15.3,16.47,0
130.350,3.91,0.00,0.00,14.47,0.29,0.68,0.750,0.00,0.00,44.00,9.01,69.8,28.63,2.32,2486,0.69,15.3,16.47,0
130.428,3.91,0.00,-0.12,14.47,0.32,0.68,0.750,0.00,0.00,44.00,8.95,69.8,28.42,2.32,2468,0.67,15.3,16.47,0
130.525,3.12,0.00,-0.12,14.36,0.39,0.68,0.750,0.00,0.00,44.00,8.96,69.8,28.11,2.32,2470,0.66,15.3,16.47,0
130.610,3.12,0.00,-0.12,14.36,0.72,0.68,0.750,0.00,0.00,44.50,8.95,69.8,28.21,2.30,2469,0.67,15.3,16.47,0
130.705,3.12,0.00,-0.12,14.36,0.76,0.68,0.750,0.00,0.00,44.00,9.05,69.8,28.22,2.30,2494,0.74,15.3,16.47,0
130.797,3.12,0.00,-0.12,14.36,0.79,0.68,0.750,0.00,0.00,44.00,9.04,69.8,28.21,2.32,2493,0.65,15.3,16.47,0
130.890,3.12,0.00,-0.12,14.47,0.74,0.68,0.750,0.00,0.00,44.00,9.05,69.8,28.21,2.32,2496,0.69,15.3,16.47,0
130.991,2.34,0.00,-0.12,14.36,0.71,0.68,0.750,0.00,0.00,44.00,8.96,69.8,28.42,2.32,2469,0.68,15.3,16.47,0
131.071,3.12,0.00,-0.12,14.36,0.74,0.68,0.750,0.00,0.00,44.50,8.96,69.8,28.11,2.32,2470,0.72,15.3,16.47,0
131.165,3.12,0.00,0.00,14.47,0.61,0.68,0.750,0.00,0.00,44.50,9.03,69.8,28.10,2.30,2489,0.65,15.3,16.47,0
131.264,3.91,0.00,0.00,14.47,0.41,0.68,0.750,0.00,0.00,44.50,9.02,69.8,28.21,2.30,2488,0.72,15.3,16.47,0
131.352,3.12,0.00,-0.12,14.47,0.31,0.68,0.750,0.00,0.00,44.50,9.02,69.8,28.11,2.32,2488,0.64,15.3,16.47,0
131.438,3.12,0.00,-0.12,14.47,0.30,0.68,0.750,0.00,0.00,44.50,8.95,69.8,28.00,2.30,2469,0.65,15.3,16.47,0
131.531,3.91,0.00,-0.12,14.47,0.36,0.68,0.750,0.00,0.00,44.50,8.95,69.8,28.20,2.32,2469,0.65,15.3,16.47,0
131.633,3.91,0.00,-0.12,14.47,0.57,0.68,0.750,0.00,0.00,44.00,9.04,69.8,28.21,2.30,2492,0.68,15.3,16.47,0
131.726,3.12,0.00,-0.12,14.36,0.67,0.68,0.750,0.00,0.00,44.50,9.04,69.8,27.89,2.30,2492,0.67,15.3,16.47,0
131.809,3.12,0.00,-0.12,14.24,0.79,0.68,0.750,0.00,0.00,44.50,9.03,69.8,28.10,2.30,2490,0.64,15.3,16.47,0
131.906,3.91,0.00,-0.12,14.47,0.79,0.68,0.750,0.00,0.00,44.50,8.97,69.8,28.10,2.32,2473,0.76,15.3,16.47,0
131.990,3.91,0.00,-0.12,14.47,0.62,0.68,0.750,0.00,0.00,44.00,8.96,69.8,28.21,2.32,2471,0.68,15.3,16.47,0
132.081,3.91,0.00,-0.12,14.47,0.48,0.68,0.750,0.00,0.00,44.00,9.02,69.8,28.11,2.32,2488,0.71,15.3,16.47,0
132.176,3.91,0.00,-0.12,14.36,0.49,0.68,0.750,0.00,0.00,44.50,9.03,69.8,27.89,2.30,2489,0.68,15.3,16.47,0
132.266,3.12,0.00,-0.12,14.24,0.65,0.68,0.750,0.00,0.00,44.50,9.02,69.8,28.32,2.32,2488,0.71,15.3,16.47,0
132.372,3.12,0.00,-0.12,14.36,0.73,0.68,0.750,0.00,0.00,44.50,8.96,69.8,28.00,2.32,2471,0.67,15.3,16.47,0
132.458,3.12,0.00,-0.12,14.36,0.70,0.68,0.750,0.00,0.00,44.00,8.95,69.8,28.43,2.32,2468,0.73,15.3,16.47,0
132.541,3.12,0.00,-0.12,14.47,0.75,0.69,0.750,0.00,0.00,44.00,9.06,69.8,28.21,2.32,2497,0.68,15.3,16.47,0
132.644,3.12,0.00,-0.12,14.47,0.72,0.68,0.750,0.00,0.00,44.00,9.02,69.8,28.21,2.32,2487,0.71,15.3,16.47,0
132.733,3.12,0.00,-0.12,14.47,0.78,0.68,0.750,0.00,0.00,44.00,9.05,69.8,28.32,2.32,2496,0.73,15.3,16.47,0
132.819,3.12,0.00,-0.12,14.36,0.81,0.68,0.750,0.00,0.00,44.00,8.94,69.8,27.80,2.32,2466,0.72,15.3,16.47,0
132.909,3.12,0.00,-0.12,14.47,0.73,0.68,0.750,0.00,0.00,44.50,9.00,69.8,28.11,2.32,2482,0.70,15.3,16.47,0
133.008,3.12,0.00,-0.12,14.47,0.67,0.68,0.750,0.00,0.00,44.00,9.02,69.8,28.00,2.32,2486,0.73,15.3,16.47,0
133.103,3.12,0.00,-0.12,14.36,0.52,0.68,0.750,0.00,0.00,44.50,9.01,69.8,27.90,2.30,2484,0.70,15.3,16.47,0
133.194,2.34,0.00,-0.12,14.36,0.58,0.68,0.750,0.00,0.00,44.50,9.01,69.8,28.32,2.32,2485,0.71,15.3,16.47,0
133.281,3.12,0.00,-0.12,14.36,0.57,0.68,0.750,0.00,0.00,44.00,8.98,69.8,28.53,2.32,2476,0.75,15.3,16.47,0
133.377,2.34,0.00,-0.12,14.47,0.47,0.68,0.750,0.00,0.00,44.00,8.95,69.8,28.64,2.32,2467,0.63,15.3,16.47,0
133.471,3.12,0.00,-0.12,14.47,0.53,0.68,0.750,0.00,0.00,44.00,8.96,69.8,28.20,2.32,2469,0.65,15.3,16.47,0
133.555,3.12,0.00,-0.12,14.47,0.72,0.68,0.750,0.00,0.00,44.50,9.06,69.8,27.79,2.32,2498,0.68,15.3,16.47,0
133.653,3.12,0.00,-0.12,14.47,0.74,0.68,0.750,0.00,0.00,44.50,9.06,69.8,28.21,2.30,2499,0.73,15.3,16.47,0
133.746,3.12,0.00,-0.12,14.47,0.67,0.68,0.750,0.00,0.00,44.00,8.97,69.8,28.42,2.32,2474,0.66,15.3,16.47,0
133.836,3.91,0.00,-0.12,14.47,0.46,0.68,0.750,0.00,0.00,44.00,8.97,69.8,28.21,2.32,2472,0.71,15.3,16.47,0
133.924,3.12,0.00,-0.12,14.36,0.51,0.68,0.750,0.00,0.00,44.00,8.96,69.8,28.11,2.30,2471,0.63,15.3,16.47,0
134.021,3.12,0.00,-0.12,14.36,0.51,0.68,0.750,0.00,0.00,44.50,9.06,69.8,28.43,2.32,2498,0.70,15.3,16.47,0
134.109,3.12,0.00,-0.12,14.36,0.67,0.68,0.750,0.00,0.00,44.00,9.05,69.8,28.00,2.32,2495,0.66,15.3,16.47,0
134.200,1.56,0.00,-0.12,14.24,0.62,0.68,0.750,0.00,0.00,44.50,8.96,69.8,27.68,2.32,2471,0.69,15.3,16.47,0
134.296,2.34,0.00,-0.12,14.36,0.72,0.68,0.750,0.00,0.00,44.50,8.96,69.8,28.21,2.32,2471,0.67,15.3,16.47,0
134.382,3.12,0.00,-0.12,14.47,0.68,0.68,0.750,0.00,0.00,44.50,8.99,69.8,28.11,2.32,2478,0.65,15.3,16.47,0
134.486,3.12,0.00,-0.12,14.47,0.61,0.68,0.750,0.00,0.00,44.50,9.08,69.8,28.10,2.32,2504,0.65,15.3,16.47,0
134.574,3.12,0.00,-0.12,14.47,0.66,0.68,0.750,0.00,0.00,44.50,9.07,69.8,28.11,2.32,2500,0.69,15.3,16.47,0
134.663,3.91,0.00,-0.12,14.47,0.74,0.68,0.750,0.00,0.00,44.50,9.08,69.8,28.11,2.32,2505,0.68,15.3,16.47,0
134.752,3.12,0.00,-0.12,14.36,0.74,0.68,0.750,0.00,0.00,44.50,8.96,69.8,28.21,2.30,2471,0.68,15.3,16.47,0
134.847,3.12,0.00,-0.12,14.36,0.72,0.68,0.750,0.00,0.00,44.50,8.98,69.8,27.68,2.32,2477,0.72,15.3,16.47,0
134.935,2.34,0.00,-0.12,14.24,0.59,0.67,0.750,0.00,0.00,44.50,9.03,69.8,28.21,2.32,2489,0.66,15.3,16.47,0
135.029,3.91,0.00,0.00,14.47,0.48,0.68,0.750,0.00,0.00,44.50,9.07,69.8,28.10,2.32,2502,0.72,15.3,16.47,0
135.119,3.91,0.00,-0.12,14.47,0.35,0.68,0.750,0.00,0.00,44.50,9.06,69.8,28.11,2.32,2497,0.69,15.3,16.47,0
135.212,2.34,0.00,-0.12,14.24,0.32,0.68,0.750,0.00,0.00,44.50,8.97,69.8,28.53,2.32,2472,0.72,15.3,16.47,0
135.314,3.91,0.00,-0.12,14.36,0.70,0.68,0.750,0.00,0.00,44.50,8.97,69.8,28.10,2.32,2474,0.68,15.3,16.47,0
135.403,3.12,0.00,-0.12,14.47,0.72,0.68,0.750,0.00,0.00,44.50,8.97,69.8,28.21,2.32,2472,0.71,15.3,16.47,0
135.496,3.91,0.00,-0.12,14.47,0.72,0.68,0.750,0.00,0.00,44.50,9.05,69.8,28.32,2.32,2496,0.67,15.3,16.47,0
135.584,3.91,0.00,-0.12,14.47,0.73,0.68,0.750,0.00,0.00,44.00,9.06,69.8,28.63,2.32,2498,0.72,15.3,16.47,0
135.674,3.91,0.00,-0.12,14.47,0.80,0.68,0.750,0.00,0.00,44.00,9.01,69.8,28.42,2.32,2483,0.71,15.3,16.47,0
135.761,3.12,0.00,-0.12,14.36,0.73,0.68,0.750,0.00,0.00,44.00,9.01,69.8,28.00,2.32,2483,0.72,15.3,16.47,0
135.867,2.34,0.00,-0.12,14.24,0.77,0.68,0.750,0.00,0.00,44.00,9.00,69.8,28.42,2.32,2482,0.70,15.3,16.47,0
135.950,3.12,0.00,-0.12,14.36,0.72,0.68,0.750,0.00,0.00,44.50,9.06,69.8,28.01,2.32,2498,0.72,15.3,16.47,0
136.051,3.12,0.00,-0.12,14.36,0.63,0.68,0.750,0.00,0.00,44.50,9.05,69.8,28.21,2.32,2494,0.76,15.3,16.47,0
136.137,2.34,0.00,-0.12,14.36,0.55,0.68,0.750,0.00,0.00,44.50,9.07,69.8,28.32,2.32,2502,0.71,15.3,16.47,0
136.224,3.12,0.00,-0.12,14.47,0.59,0.68,0.750,0.00,0.00,44.50,8.99,69.8,28.21,2.32,2480,0.71,15.3,16.47,0
136.321,3.12,0.00,-0.12,14.47,0.55,0.68,0.750,0.00,0.00,44.50,8.98,69.8,28.42,2.30,2477,0.68,15.3,16.47,0
136.417,3.12,0.00,-0.12,14.36,0.48,0.68,0.750,0.00,0.00,44.50,9.00,69.8,27.90,2.32,2482,0.71,15.3,16.47,0
136.505,3.12,0.00,-0.12,14.36,0.71,0.68,0.750,0.00,0.00,44.50,9.08,69.8,28.42,2.30,2504,0.64,15.3,16.47,0
136.591,3.12,0.00,-0.12,14.47,0.72,0.68,0.750,0.00,0.00,44.50,9.09,69.8,28.21,2.30,2507,0.76,15.3,16.47,0
136.681,3.91,0.00,0.00,14.47,0.68,0.68,0.750,0.00,0.00,44.50,9.08,69.8,27.79,2.30,2505,0.68,15.3,16.47,0
136.790,3.12,0.00,-0.12,14.36,0.65,0.68,0.750,0.00,0.00,44.50,9.03,69.8,28.11,2.32,2489,0.70,15.3,16.47,0
136.867,3.12,0.00,-0.12,14.36,0.65,0.67,0.750,0.00,0.00,44.50,9.03,69.8,28.21,2.32,2491,0.64,15.3,16.47,0
136.962,3.12,0.00,-0.12,14.36,0.53,0.68,0.750,0.00,0.00,44.50,9.09,69.8,28.10,2.30,2508,0.71,15.3,16.47,0
137.049,3.91,0.00,-0.12,14.36,0.42,0.68,0.750,0.00,0.00,44.50,9.05,69.8,28.11,2.32,2495,0.65,15.3,16.47,0
137.153,3.91,0.00,-0.12,14.36,0.44,0.68,0.750,0.00,0.00,44.50,9.05,69.8,28.11,2.30,2496,0.68,15.3,16.47,0
137.238,3.12,0.00,-0.12,14.36,0.48,0.68,0.750,0.00,0.00,44.50,9.02,69.8,28.31,2.32,2488,0.65,15.3,16.47,0
137.325,3.91,0.00,-0.12,14.47,0.55,0.68,0.750,0.00,0.00,44.50,9.01,69.8,28.21,2.30,2486,0.66,15.3,16.47,0
